ID,Jenis Sayuran,Tanggal Harga,Musim,Harga Beli Pengepul per Kilogram
5729,Kol,8/13/2023,Kemarau,6300
5730,Buncis,8/13/2023,Kemarau,4800
5731,Sawi Putih,8/14/2023,Kemarau,1300
5732,Cabe Chilli,8/14/2023,Kemarau,17200
5733,Cabe Kriting,8/14/2023,Kemarau,17900
5734,Cabe Rawit,8/14/2023,Kemarau,33300
5735,Kol,8/14/2023,Kemarau,7400
5736,Buncis,8/14/2023,Kemarau,2100
5737,Sawi Putih,8/15/2023,Kemarau,2100
5738,Cabe Chilli,8/15/2023,Kemarau,14000
5739,Cabe Kriting,8/15/2023,Kemarau,16000
5740,Cabe Rawit,8/15/2023,Kemarau,30900
5741,Kol,8/15/2023,Kemarau,2700
5742,Buncis,8/15/2023,Kemarau,1900
5743,Sawi Putih,8/16/2023,Kemarau,3500
5744,Cabe Chilli,8/16/2023,Kemarau,20600
5745,Cabe Kriting,8/16/2023,Kemarau,20200
5746,Cabe Rawit,8/16/2023,Kemarau,28600
5747,Kol,8/16/2023,Kemarau,8400
5748,Buncis,8/16/2023,Kemarau,6500
5749,Sawi Putih,8/17/2023,Kemarau,700
5750,Cabe Chilli,8/17/2023,Kemarau,16400
5751,Cabe Kriting,8/17/2023,Kemarau,20800
5752,Cabe Rawit,8/17/2023,Kemarau,31800
5753,Kol,8/17/2023,Kemarau,9100
5754,Buncis,8/17/2023,Kemarau,1900
5755,Sawi Putih,8/18/2023,Kemarau,1400
5756,Cabe Chilli,8/18/2023,Kemarau,19800
5757,Cabe Kriting,8/18/2023,Kemarau,22900
5758,Cabe Rawit,8/18/2023,Kemarau,31600
5759,Kol,8/18/2023,Kemarau,9200
5760,Buncis,8/18/2023,Kemarau,2000
5761,Sawi Putih,8/19/2023,Kemarau,3500
5762,Cabe Chilli,8/19/2023,Kemarau,13900
5763,Cabe Kriting,8/19/2023,Kemarau,21000
5764,Cabe Rawit,8/19/2023,Kemarau,27300
5765,Kol,8/19/2023,Kemarau,5700
5766,Buncis,8/19/2023,Kemarau,2700
5767,Sawi Putih,8/20/2023,Kemarau,3900
5768,Cabe Chilli,8/20/2023,Kemarau,13400
5769,Cabe Kriting,8/20/2023,Kemarau,23500
5770,Cabe Rawit,8/20/2023,Kemarau,34800
5771,Kol,8/20/2023,Kemarau,3100
5772,Buncis,8/20/2023,Kemarau,5900
5773,Sawi Putih,8/21/2023,Kemarau,3800
5774,Cabe Chilli,8/21/2023,Kemarau,20400
5775,Cabe Kriting,8/21/2023,Kemarau,16400
5776,Cabe Rawit,8/21/2023,Kemarau,36400
5777,Kol,8/21/2023,Kemarau,8400
5778,Buncis,8/21/2023,Kemarau,2600
5779,Sawi Putih,8/22/2023,Kemarau,2500
5780,Cabe Chilli,8/22/2023,Kemarau,16400
5781,Cabe Kriting,8/22/2023,Kemarau,21700
5782,Cabe Rawit,8/22/2023,Kemarau,35200
5783,Kol,8/22/2023,Kemarau,2900
5784,Buncis,8/22/2023,Kemarau,3000
5785,Sawi Putih,8/23/2023,Kemarau,3400
5786,Cabe Chilli,8/23/2023,Kemarau,14500
5787,Cabe Kriting,8/23/2023,Kemarau,19200
5788,Cabe Rawit,8/23/2023,Kemarau,33100
5789,Kol,8/23/2023,Kemarau,5200
5790,Buncis,8/23/2023,Kemarau,2300
5791,Sawi Putih,8/24/2023,Kemarau,3900
5792,Cabe Chilli,8/24/2023,Kemarau,16200
5793,Cabe Kriting,8/24/2023,Kemarau,22300
5794,Cabe Rawit,8/24/2023,Kemarau,34400
5795,Kol,8/24/2023,Kemarau,3700
5796,Buncis,8/24/2023,Kemarau,5600
5797,Sawi Putih,8/25/2023,Kemarau,2600
5798,Cabe Chilli,8/25/2023,Kemarau,14400
5799,Cabe Kriting,8/25/2023,Kemarau,19200
5800,Cabe Rawit,8/25/2023,Kemarau,27600
5801,Kol,8/25/2023,Kemarau,6400
5802,Buncis,8/25/2023,Kemarau,4500
5803,Sawi Putih,8/26/2023,Kemarau,2400
5804,Cabe Chilli,8/26/2023,Kemarau,18600
5805,Cabe Kriting,8/26/2023,Kemarau,19000
5806,Cabe Rawit,8/26/2023,Kemarau,33800
5807,Kol,8/26/2023,Kemarau,3400
5808,Buncis,8/26/2023,Kemarau,4900
5809,Sawi Putih,8/27/2023,Kemarau,700
5810,Cabe Chilli,8/27/2023,Kemarau,18500
5811,Cabe Kriting,8/27/2023,Kemarau,18700
5812,Cabe Rawit,8/27/2023,Kemarau,28900
5813,Kol,8/27/2023,Kemarau,8200
5814,Buncis,8/27/2023,Kemarau,3200
5815,Sawi Putih,8/28/2023,Kemarau,2600
5816,Cabe Chilli,8/28/2023,Kemarau,19300
5817,Cabe Kriting,8/28/2023,Kemarau,14500
5818,Cabe Rawit,8/28/2023,Kemarau,30200
5819,Kol,8/28/2023,Kemarau,7900
5820,Buncis,8/28/2023,Kemarau,5300
5821,Sawi Putih,8/29/2023,Kemarau,900
5822,Cabe Chilli,8/29/2023,Kemarau,13000
5823,Cabe Kriting,8/29/2023,Kemarau,15200
5824,Cabe Rawit,8/29/2023,Kemarau,31200
5825,Kol,8/29/2023,Kemarau,3500
5826,Buncis,8/29/2023,Kemarau,5600
5827,Sawi Putih,8/30/2023,Kemarau,1900
5828,Cabe Chilli,8/30/2023,Kemarau,16700
5829,Cabe Kriting,8/30/2023,Kemarau,17300
5830,Cabe Rawit,8/30/2023,Kemarau,35000
5831,Kol,8/30/2023,Kemarau,2600
5832,Buncis,8/30/2023,Kemarau,6200
5833,Sawi Putih,8/31/2023,Kemarau,2100
5834,Cabe Chilli,8/31/2023,Kemarau,15800
5835,Cabe Kriting,8/31/2023,Kemarau,18600
5836,Cabe Rawit,8/31/2023,Kemarau,28200
5837,Kol,8/31/2023,Kemarau,9900
5838,Buncis,8/31/2023,Kemarau,4200
5839,Sawi Putih,9/1/2023,Kemarau,1500
5840,Cabe Chilli,9/1/2023,Kemarau,13900
5841,Cabe Kriting,9/1/2023,Kemarau,19500
5842,Cabe Rawit,9/1/2023,Kemarau,33200
5843,Kol,9/1/2023,Kemarau,2700
5844,Buncis,9/1/2023,Kemarau,4300
5845,Sawi Putih,9/2/2023,Kemarau,900
5846,Cabe Chilli,9/2/2023,Kemarau,13000
5847,Cabe Kriting,9/2/2023,Kemarau,21100
5848,Cabe Rawit,9/2/2023,Kemarau,37500
5849,Kol,9/2/2023,Kemarau,8600
5850,Buncis,9/2/2023,Kemarau,4600
5851,Sawi Putih,9/3/2023,Kemarau,900
5852,Cabe Chilli,9/3/2023,Kemarau,18600
5853,Cabe Kriting,9/3/2023,Kemarau,18900
5854,Cabe Rawit,9/3/2023,Kemarau,35800
5855,Kol,9/3/2023,Kemarau,6100
5856,Buncis,9/3/2023,Kemarau,3500
5857,Sawi Putih,9/4/2023,Kemarau,1600
5858,Cabe Chilli,9/4/2023,Kemarau,16400
5859,Cabe Kriting,9/4/2023,Kemarau,19500
5860,Cabe Rawit,9/4/2023,Kemarau,30000
5861,Kol,9/4/2023,Kemarau,8500
5862,Buncis,9/4/2023,Kemarau,4100
5863,Sawi Putih,9/5/2023,Kemarau,1200
5864,Cabe Chilli,9/5/2023,Kemarau,18600
5865,Cabe Kriting,9/5/2023,Kemarau,16800
5866,Cabe Rawit,9/5/2023,Kemarau,30800
5867,Kol,9/5/2023,Kemarau,2900
5868,Buncis,9/5/2023,Kemarau,3100
5869,Sawi Putih,9/6/2023,Kemarau,1600
5870,Cabe Chilli,9/6/2023,Kemarau,17600
5871,Cabe Kriting,9/6/2023,Kemarau,23800
5872,Cabe Rawit,9/6/2023,Kemarau,26300
5873,Kol,9/6/2023,Kemarau,4300
5874,Buncis,9/6/2023,Kemarau,3900
5875,Sawi Putih,9/7/2023,Kemarau,2500
5876,Cabe Chilli,9/7/2023,Kemarau,17700
5877,Cabe Kriting,9/7/2023,Kemarau,20000
5878,Cabe Rawit,9/7/2023,Kemarau,26500
5879,Kol,9/7/2023,Kemarau,6600
5880,Buncis,9/7/2023,Kemarau,3200
5881,Sawi Putih,9/8/2023,Kemarau,1900
5882,Cabe Chilli,9/8/2023,Kemarau,11800
5883,Cabe Kriting,9/8/2023,Kemarau,24700
5884,Cabe Rawit,9/8/2023,Kemarau,30900
5885,Kol,9/8/2023,Kemarau,10200
5886,Buncis,9/8/2023,Kemarau,4300
5887,Sawi Putih,9/9/2023,Kemarau,600
5888,Cabe Chilli,9/9/2023,Kemarau,16500
5889,Cabe Kriting,9/9/2023,Kemarau,16400
5890,Cabe Rawit,9/9/2023,Kemarau,35500
5891,Kol,9/9/2023,Kemarau,7300
5892,Buncis,9/9/2023,Kemarau,2500
5893,Sawi Putih,9/10/2023,Kemarau,900
5894,Cabe Chilli,9/10/2023,Kemarau,14200
5895,Cabe Kriting,9/10/2023,Kemarau,20000
5896,Cabe Rawit,9/10/2023,Kemarau,32600
5897,Kol,9/10/2023,Kemarau,4900
5898,Buncis,9/10/2023,Kemarau,2000
5899,Sawi Putih,9/11/2023,Kemarau,1400
5900,Cabe Chilli,9/11/2023,Kemarau,17300
5901,Cabe Kriting,9/11/2023,Kemarau,20900
5902,Cabe Rawit,9/11/2023,Kemarau,27000
5903,Kol,9/11/2023,Kemarau,9300
5904,Buncis,9/11/2023,Kemarau,4500
5905,Sawi Putih,9/12/2023,Kemarau,2700
5906,Cabe Chilli,9/12/2023,Kemarau,17700
5907,Cabe Kriting,9/12/2023,Kemarau,17300
5908,Cabe Rawit,9/12/2023,Kemarau,34000
5909,Kol,9/12/2023,Kemarau,9700
5910,Buncis,9/12/2023,Kemarau,4700
5911,Sawi Putih,9/13/2023,Kemarau,3700
5912,Cabe Chilli,9/13/2023,Kemarau,18500
5913,Cabe Kriting,9/13/2023,Kemarau,18300
5914,Cabe Rawit,9/13/2023,Kemarau,40600
5915,Kol,9/13/2023,Kemarau,5200
5916,Buncis,9/13/2023,Kemarau,2600
5917,Sawi Putih,9/14/2023,Kemarau,2200
5918,Cabe Chilli,9/14/2023,Kemarau,21600
5919,Cabe Kriting,9/14/2023,Kemarau,17500
5920,Cabe Rawit,9/14/2023,Kemarau,32600
5921,Kol,9/14/2023,Kemarau,4500
5922,Buncis,9/14/2023,Kemarau,2800
5923,Sawi Putih,9/15/2023,Kemarau,1400
5924,Cabe Chilli,9/15/2023,Kemarau,20400
5925,Cabe Kriting,9/15/2023,Kemarau,21000
5926,Cabe Rawit,9/15/2023,Kemarau,33600
5927,Kol,9/15/2023,Kemarau,4200
5928,Buncis,9/15/2023,Kemarau,6100
5929,Sawi Putih,9/16/2023,Kemarau,3700
5930,Cabe Chilli,9/16/2023,Kemarau,12600
5931,Cabe Kriting,9/16/2023,Kemarau,16100
5932,Cabe Rawit,9/16/2023,Kemarau,33400
5933,Kol,9/16/2023,Kemarau,3600
5934,Buncis,9/16/2023,Kemarau,5400
5935,Sawi Putih,9/17/2023,Kemarau,1900
5936,Cabe Chilli,9/17/2023,Kemarau,13600
5937,Cabe Kriting,9/17/2023,Kemarau,22300
5938,Cabe Rawit,9/17/2023,Kemarau,31800
5939,Kol,9/17/2023,Kemarau,9400
5940,Buncis,9/17/2023,Kemarau,3900
5941,Sawi Putih,9/18/2023,Kemarau,3000
5942,Cabe Chilli,9/18/2023,Kemarau,12600
5943,Cabe Kriting,9/18/2023,Kemarau,16400
5944,Cabe Rawit,9/18/2023,Kemarau,29000
5945,Kol,9/18/2023,Kemarau,8400
5946,Buncis,9/18/2023,Kemarau,5300
5947,Sawi Putih,9/19/2023,Kemarau,1700
5948,Cabe Chilli,9/19/2023,Kemarau,16300
5949,Cabe Kriting,9/19/2023,Kemarau,24000
5950,Cabe Rawit,9/19/2023,Kemarau,34400
5951,Kol,9/19/2023,Kemarau,4300
5952,Buncis,9/19/2023,Kemarau,4700
5953,Sawi Putih,9/20/2023,Kemarau,2000
5954,Cabe Chilli,9/20/2023,Kemarau,13900
5955,Cabe Kriting,9/20/2023,Kemarau,18200
5956,Cabe Rawit,9/20/2023,Kemarau,31100
5957,Kol,9/20/2023,Kemarau,7800
5958,Buncis,9/20/2023,Kemarau,5200
5959,Sawi Putih,9/21/2023,Kemarau,2900
5960,Cabe Chilli,9/21/2023,Kemarau,19300
5961,Cabe Kriting,9/21/2023,Kemarau,16500
5962,Cabe Rawit,9/21/2023,Kemarau,31900
5963,Kol,9/21/2023,Kemarau,6800
5964,Buncis,9/21/2023,Kemarau,3500
5965,Sawi Putih,9/22/2023,Kemarau,2300
5966,Cabe Chilli,9/22/2023,Kemarau,14600
5967,Cabe Kriting,9/22/2023,Kemarau,17200
5968,Cabe Rawit,9/22/2023,Kemarau,35000
5969,Kol,9/22/2023,Kemarau,7000
5970,Buncis,9/22/2023,Kemarau,3000
5971,Sawi Putih,9/23/2023,Kemarau,4100
5972,Cabe Chilli,9/23/2023,Kemarau,19200
5973,Cabe Kriting,9/23/2023,Kemarau,20800
5974,Cabe Rawit,9/23/2023,Kemarau,32200
5975,Kol,9/23/2023,Kemarau,7200
5976,Buncis,9/23/2023,Kemarau,3100
5977,Sawi Putih,9/24/2023,Kemarau,1500
5978,Cabe Chilli,9/24/2023,Kemarau,15400
5979,Cabe Kriting,9/24/2023,Kemarau,17000
5980,Cabe Rawit,9/24/2023,Kemarau,34400
5981,Kol,9/24/2023,Kemarau,8800
5982,Buncis,9/24/2023,Kemarau,2000
5983,Sawi Putih,9/25/2023,Kemarau,3300
5984,Cabe Chilli,9/25/2023,Kemarau,17900
5985,Cabe Kriting,9/25/2023,Kemarau,17700
5986,Cabe Rawit,9/25/2023,Kemarau,26900
5987,Kol,9/25/2023,Kemarau,5400
5988,Buncis,9/25/2023,Kemarau,5700
5989,Sawi Putih,9/26/2023,Kemarau,3100
5990,Cabe Chilli,9/26/2023,Kemarau,16300
5991,Cabe Kriting,9/26/2023,Kemarau,23900
5992,Cabe Rawit,9/26/2023,Kemarau,38300
5993,Kol,9/26/2023,Kemarau,8300
5994,Buncis,9/26/2023,Kemarau,3200
5995,Sawi Putih,9/27/2023,Kemarau,3700
5996,Cabe Chilli,9/27/2023,Kemarau,16000
5997,Cabe Kriting,9/27/2023,Kemarau,15600
5998,Cabe Rawit,9/27/2023,Kemarau,32900
5999,Kol,9/27/2023,Kemarau,9300
6000,Buncis,9/27/2023,Kemarau,4400
6001,Sawi Putih,9/28/2023,Kemarau,2500
6002,Cabe Chilli,9/28/2023,Kemarau,15500
6003,Cabe Kriting,9/28/2023,Kemarau,24300
6004,Cabe Rawit,9/28/2023,Kemarau,28500
6005,Kol,9/28/2023,Kemarau,7400
6006,Buncis,9/28/2023,Kemarau,5700
6007,Sawi Putih,9/29/2023,Kemarau,3500
6008,Cabe Chilli,9/29/2023,Kemarau,18200
6009,Cabe Kriting,9/29/2023,Kemarau,18400
6010,Cabe Rawit,9/29/2023,Kemarau,30200
6011,Kol,9/29/2023,Kemarau,2500
6012,Buncis,9/29/2023,Kemarau,1900
6013,Sawi Putih,9/30/2023,Kemarau,4100
6014,Cabe Chilli,9/30/2023,Kemarau,15200
6015,Cabe Kriting,9/30/2023,Kemarau,24600
6016,Cabe Rawit,9/30/2023,Kemarau,31100
6017,Kol,9/30/2023,Kemarau,9500
6018,Buncis,9/30/2023,Kemarau,2500
6019,Sawi Putih,10/1/2023,Kemarau,2700
6020,Cabe Chilli,10/1/2023,Kemarau,19900
6021,Cabe Kriting,10/1/2023,Kemarau,20400
6022,Cabe Rawit,10/1/2023,Kemarau,32100
6023,Kol,10/1/2023,Kemarau,3700
6024,Buncis,10/1/2023,Kemarau,2800
6025,Sawi Putih,10/2/2023,Kemarau,400
6026,Cabe Chilli,10/2/2023,Kemarau,22800
6027,Cabe Kriting,10/2/2023,Kemarau,21100
6028,Cabe Rawit,10/2/2023,Kemarau,37100
6029,Kol,10/2/2023,Kemarau,7600
6030,Buncis,10/2/2023,Kemarau,5600
6031,Sawi Putih,10/3/2023,Kemarau,3400
6032,Cabe Chilli,10/3/2023,Kemarau,17900
6033,Cabe Kriting,10/3/2023,Kemarau,18100
6034,Cabe Rawit,10/3/2023,Kemarau,34300
6035,Kol,10/3/2023,Kemarau,7300
6036,Buncis,10/3/2023,Kemarau,2400
6037,Sawi Putih,10/4/2023,Kemarau,1200
6038,Cabe Chilli,10/4/2023,Kemarau,14200
6039,Cabe Kriting,10/4/2023,Kemarau,22000
6040,Cabe Rawit,10/4/2023,Kemarau,26200
6041,Kol,10/4/2023,Kemarau,8800
6042,Buncis,10/4/2023,Kemarau,3100
6043,Sawi Putih,10/5/2023,Kemarau,900
6044,Cabe Chilli,10/5/2023,Kemarau,17100
6045,Cabe Kriting,10/5/2023,Kemarau,21000
6046,Cabe Rawit,10/5/2023,Kemarau,26000
6047,Kol,10/5/2023,Kemarau,7500
6048,Buncis,10/5/2023,Kemarau,5900
6049,Sawi Putih,10/6/2023,Kemarau,500
6050,Cabe Chilli,10/6/2023,Kemarau,13900
6051,Cabe Kriting,10/6/2023,Kemarau,20200
6052,Cabe Rawit,10/6/2023,Kemarau,38000
6053,Kol,10/6/2023,Kemarau,6400
6054,Buncis,10/6/2023,Kemarau,5900
6055,Sawi Putih,10/7/2023,Kemarau,900
6056,Cabe Chilli,10/7/2023,Kemarau,17000
6057,Cabe Kriting,10/7/2023,Kemarau,26000
6058,Cabe Rawit,10/7/2023,Kemarau,29400
6059,Kol,10/7/2023,Kemarau,7900
6060,Buncis,10/7/2023,Kemarau,5200
6061,Sawi Putih,10/8/2023,Kemarau,3700
6062,Cabe Chilli,10/8/2023,Kemarau,17200
6063,Cabe Kriting,10/8/2023,Kemarau,17300
6064,Cabe Rawit,10/8/2023,Kemarau,31600
6065,Kol,10/8/2023,Kemarau,3900
6066,Buncis,10/8/2023,Kemarau,5500
6067,Sawi Putih,10/9/2023,Kemarau,2700
6068,Cabe Chilli,10/9/2023,Kemarau,10800
6069,Cabe Kriting,10/9/2023,Kemarau,17200
6070,Cabe Rawit,10/9/2023,Kemarau,35300
6071,Kol,10/9/2023,Kemarau,3600
6072,Buncis,10/9/2023,Kemarau,1800
6073,Sawi Putih,10/10/2023,Kemarau,2900
6074,Cabe Chilli,10/10/2023,Kemarau,18900
6075,Cabe Kriting,10/10/2023,Kemarau,18800
6076,Cabe Rawit,10/10/2023,Kemarau,30600
6077,Kol,10/10/2023,Kemarau,4400
6078,Buncis,10/10/2023,Kemarau,5600
6079,Sawi Putih,10/11/2023,Kemarau,3200
6080,Cabe Chilli,10/11/2023,Kemarau,22500
6081,Cabe Kriting,10/11/2023,Kemarau,23900
6082,Cabe Rawit,10/11/2023,Kemarau,34800
6083,Kol,10/11/2023,Kemarau,4400
6084,Buncis,10/11/2023,Kemarau,3400
6085,Sawi Putih,10/12/2023,Kemarau,2700
6086,Cabe Chilli,10/12/2023,Kemarau,13800
6087,Cabe Kriting,10/12/2023,Kemarau,21700
6088,Cabe Rawit,10/12/2023,Kemarau,29500
6089,Kol,10/12/2023,Kemarau,5100
6090,Buncis,10/12/2023,Kemarau,2100
6091,Sawi Putih,10/13/2023,Kemarau,3900
6092,Cabe Chilli,10/13/2023,Kemarau,17400
6093,Cabe Kriting,10/13/2023,Kemarau,14200
6094,Cabe Rawit,10/13/2023,Kemarau,32000
6095,Kol,10/13/2023,Kemarau,8000
6096,Buncis,10/13/2023,Kemarau,5700
6097,Sawi Putih,10/14/2023,Kemarau,2000
6098,Cabe Chilli,10/14/2023,Kemarau,18900
6099,Cabe Kriting,10/14/2023,Kemarau,22300
6100,Cabe Rawit,10/14/2023,Kemarau,33300
6101,Kol,10/14/2023,Kemarau,5500
6102,Buncis,10/14/2023,Kemarau,3000
6103,Sawi Putih,10/15/2023,Kemarau,4100
6104,Cabe Chilli,10/15/2023,Kemarau,16400
6105,Cabe Kriting,10/15/2023,Kemarau,25200
6106,Cabe Rawit,10/15/2023,Kemarau,31400
6107,Kol,10/15/2023,Kemarau,3200
6108,Buncis,10/15/2023,Kemarau,6800
6109,Sawi Putih,10/16/2023,Kemarau,1900
6110,Cabe Chilli,10/16/2023,Kemarau,16200
6111,Cabe Kriting,10/16/2023,Kemarau,15800
6112,Cabe Rawit,10/16/2023,Kemarau,26400
6113,Kol,10/16/2023,Kemarau,3100
6114,Buncis,10/16/2023,Kemarau,4000
6115,Sawi Putih,10/17/2023,Kemarau,2700
6116,Cabe Chilli,10/17/2023,Kemarau,11800
6117,Cabe Kriting,10/17/2023,Kemarau,25900
6118,Cabe Rawit,10/17/2023,Kemarau,33500
6119,Kol,10/17/2023,Kemarau,8600
6120,Buncis,10/17/2023,Kemarau,2500
6121,Sawi Putih,10/18/2023,Kemarau,2800
6122,Cabe Chilli,10/18/2023,Kemarau,17700
6123,Cabe Kriting,10/18/2023,Kemarau,26500
6124,Cabe Rawit,10/18/2023,Kemarau,37700
6125,Kol,10/18/2023,Kemarau,2500
6126,Buncis,10/18/2023,Kemarau,6100
6127,Sawi Putih,10/19/2023,Kemarau,2100
6128,Cabe Chilli,10/19/2023,Kemarau,16000
6129,Cabe Kriting,10/19/2023,Kemarau,21200
6130,Cabe Rawit,10/19/2023,Kemarau,32500
6131,Kol,10/19/2023,Kemarau,6700
6132,Buncis,10/19/2023,Kemarau,1700
6133,Sawi Putih,10/20/2023,Kemarau,2100
6134,Cabe Chilli,10/20/2023,Kemarau,18400
6135,Cabe Kriting,10/20/2023,Kemarau,22200
6136,Cabe Rawit,10/20/2023,Kemarau,36800
6137,Kol,10/20/2023,Kemarau,7000
6138,Buncis,10/20/2023,Kemarau,2200
6139,Sawi Putih,10/21/2023,Kemarau,3000
6140,Cabe Chilli,10/21/2023,Kemarau,20900
6141,Cabe Kriting,10/21/2023,Kemarau,18500
6142,Cabe Rawit,10/21/2023,Kemarau,35600
6143,Kol,10/21/2023,Kemarau,7300
6144,Buncis,10/21/2023,Kemarau,3700
6145,Sawi Putih,10/22/2023,Kemarau,1600
6146,Cabe Chilli,10/22/2023,Kemarau,18300
6147,Cabe Kriting,10/22/2023,Kemarau,21200
6148,Cabe Rawit,10/22/2023,Kemarau,34500
6149,Kol,10/22/2023,Kemarau,3800
6150,Buncis,10/22/2023,Kemarau,2000
6151,Sawi Putih,10/23/2023,Kemarau,3100
6152,Cabe Chilli,10/23/2023,Kemarau,14400
6153,Cabe Kriting,10/23/2023,Kemarau,23500
6154,Cabe Rawit,10/23/2023,Kemarau,29000
6155,Kol,10/23/2023,Kemarau,5500
6156,Buncis,10/23/2023,Kemarau,3300
6157,Sawi Putih,10/24/2023,Kemarau,500
6158,Cabe Chilli,10/24/2023,Kemarau,15500
6159,Cabe Kriting,10/24/2023,Kemarau,16500
6160,Cabe Rawit,10/24/2023,Kemarau,30100
6161,Kol,10/24/2023,Kemarau,2700
6162,Buncis,10/24/2023,Kemarau,3800
6163,Sawi Putih,10/25/2023,Kemarau,3100
6164,Cabe Chilli,10/25/2023,Kemarau,19700
6165,Cabe Kriting,10/25/2023,Kemarau,21500
6166,Cabe Rawit,10/25/2023,Kemarau,38400
6167,Kol,10/25/2023,Kemarau,8300
6168,Buncis,10/25/2023,Kemarau,4300
6169,Sawi Putih,10/26/2023,Kemarau,500
6170,Cabe Chilli,10/26/2023,Kemarau,18500
6171,Cabe Kriting,10/26/2023,Kemarau,24700
6172,Cabe Rawit,10/26/2023,Kemarau,29200
6173,Kol,10/26/2023,Kemarau,6900
6174,Buncis,10/26/2023,Kemarau,2600
6175,Sawi Putih,10/27/2023,Kemarau,2200
6176,Cabe Chilli,10/27/2023,Kemarau,12700
6177,Cabe Kriting,10/27/2023,Kemarau,18200
6178,Cabe Rawit,10/27/2023,Kemarau,33700
6179,Kol,10/27/2023,Kemarau,9300
6180,Buncis,10/27/2023,Kemarau,1800
6181,Sawi Putih,10/28/2023,Kemarau,1100
6182,Cabe Chilli,10/28/2023,Kemarau,16700
6183,Cabe Kriting,10/28/2023,Kemarau,19800
6184,Cabe Rawit,10/28/2023,Kemarau,35600
6185,Kol,10/28/2023,Kemarau,2900
6186,Buncis,10/28/2023,Kemarau,3000
6187,Sawi Putih,10/29/2023,Kemarau,1000
6188,Cabe Chilli,10/29/2023,Kemarau,17000
6189,Cabe Kriting,10/29/2023,Kemarau,15900
6190,Cabe Rawit,10/29/2023,Kemarau,30500
6191,Kol,10/29/2023,Kemarau,5700
6192,Buncis,10/29/2023,Kemarau,3800
6193,Sawi Putih,10/30/2023,Kemarau,3100
6194,Cabe Chilli,10/30/2023,Kemarau,12600
6195,Cabe Kriting,10/30/2023,Kemarau,24400
6196,Cabe Rawit,10/30/2023,Kemarau,29600
6197,Kol,10/30/2023,Kemarau,7100
6198,Buncis,10/30/2023,Kemarau,3700
6199,Sawi Putih,10/31/2023,Kemarau,1800
6200,Cabe Chilli,10/31/2023,Kemarau,15700
6201,Cabe Kriting,10/31/2023,Kemarau,17400
6202,Cabe Rawit,10/31/2023,Kemarau,30100
6203,Kol,10/31/2023,Kemarau,3600
6204,Buncis,10/31/2023,Kemarau,1800
6205,Sawi Putih,11/1/2023,Hujan,3200
6206,Cabe Chilli,11/1/2023,Hujan,11700
6207,Cabe Kriting,11/1/2023,Hujan,16100
6208,Cabe Rawit,11/1/2023,Hujan,26800
6209,Kol,11/1/2023,Hujan,1700
6210,Buncis,11/1/2023,Hujan,4500
6211,Sawi Putih,11/2/2023,Hujan,3600
6212,Cabe Chilli,11/2/2023,Hujan,17700
6213,Cabe Kriting,11/2/2023,Hujan,19600
6214,Cabe Rawit,11/2/2023,Hujan,23600
6215,Kol,11/2/2023,Hujan,2100
6216,Buncis,11/2/2023,Hujan,6500
6217,Sawi Putih,11/3/2023,Hujan,2700
6218,Cabe Chilli,11/3/2023,Hujan,11200
6219,Cabe Kriting,11/3/2023,Hujan,20400
6220,Cabe Rawit,11/3/2023,Hujan,24000
6221,Kol,11/3/2023,Hujan,3800
6222,Buncis,11/3/2023,Hujan,4200
6223,Sawi Putih,11/4/2023,Hujan,3700
6224,Cabe Chilli,11/4/2023,Hujan,16400
6225,Cabe Kriting,11/4/2023,Hujan,21400
6226,Cabe Rawit,11/4/2023,Hujan,24900
6227,Kol,11/4/2023,Hujan,5400
6228,Buncis,11/4/2023,Hujan,4500
6229,Sawi Putih,11/5/2023,Hujan,2300
6230,Cabe Chilli,11/5/2023,Hujan,15600
6231,Cabe Kriting,11/5/2023,Hujan,20000
6232,Cabe Rawit,11/5/2023,Hujan,24300
6233,Kol,11/5/2023,Hujan,6800
6234,Buncis,11/5/2023,Hujan,1900
6235,Sawi Putih,11/6/2023,Hujan,3400
6236,Cabe Chilli,11/6/2023,Hujan,10400
6237,Cabe Kriting,11/6/2023,Hujan,16100
6238,Cabe Rawit,11/6/2023,Hujan,30000
6239,Kol,11/6/2023,Hujan,3600
6240,Buncis,11/6/2023,Hujan,6000
6241,Sawi Putih,11/7/2023,Hujan,3900
6242,Cabe Chilli,11/7/2023,Hujan,14900
6243,Cabe Kriting,11/7/2023,Hujan,18200
6244,Cabe Rawit,11/7/2023,Hujan,35400
6245,Kol,11/7/2023,Hujan,2700
6246,Buncis,11/7/2023,Hujan,2000
6247,Sawi Putih,11/8/2023,Hujan,4000
6248,Cabe Chilli,11/8/2023,Hujan,11800
6249,Cabe Kriting,11/8/2023,Hujan,23500
6250,Cabe Rawit,11/8/2023,Hujan,26400
6251,Kol,11/8/2023,Hujan,3600
6252,Buncis,11/8/2023,Hujan,6300
6253,Sawi Putih,11/9/2023,Hujan,1700
6254,Cabe Chilli,11/9/2023,Hujan,18700
6255,Cabe Kriting,11/9/2023,Hujan,18100
6256,Cabe Rawit,11/9/2023,Hujan,32700
6257,Kol,11/9/2023,Hujan,3500
6258,Buncis,11/9/2023,Hujan,4200
6259,Sawi Putih,11/10/2023,Hujan,3000
6260,Cabe Chilli,11/10/2023,Hujan,15400
