Id,Jenis Sayuran,Harga Sayuran per KG,Tanggal Harga,Musim,Harga Pasar
6765,Cabe Kriting,23130,2023-08-25,Kemarau,26151.51866443143
6766,Cabe Rawit,32468,2023-08-25,Kemarau,36238.353899864094
6767,Kol,6150,2023-08-25,Kemarau,6825.821974855123
6768,Buncis,4446,2023-08-25,Kemarau,4915.737594593648
6769,Tomat,6551,2023-08-25,Kemarau,7301.804589984654
6770,Sawi Putih,1045,2023-08-26,Kemarau,1154.020774343176
6771,Cabe Chilli,33432,2023-08-26,Kemarau,37254.97927670002
6772,Cabe Kriting,48263,2023-08-26,Kemarau,54282.406742078354
6773,Cabe Rawit,46104,2023-08-26,Kemarau,51697.58887256275
6774,Kol,5301,2023-08-26,Kemarau,5927.698345883134
6775,Buncis,3342,2023-08-26,Kemarau,3775.183645786285
6776,Tomat,6369,2023-08-26,Kemarau,7208.998144569422
6777,Sawi Putih,3001,2023-08-27,Kemarau,3321.680992770276
6778,Cabe Chilli,44723,2023-08-27,Kemarau,50248.379779273186
6779,Cabe Kriting,58349,2023-08-27,Kemarau,64247.93315441869
6780,Cabe Rawit,96116,2023-08-27,Kemarau,110277.56492781879
6781,Kol,7055,2023-08-27,Kemarau,8089.828267562844
6782,Buncis,3449,2023-08-27,Kemarau,3964.78128334972
6783,Tomat,6779,2023-08-27,Kemarau,7643.286467014955
6784,Sawi Putih,3737,2023-08-28,Kemarau,4289.486817661407
6785,Cabe Chilli,54668,2023-08-28,Kemarau,61813.37192179143
6786,Cabe Kriting,79060,2023-08-28,Kemarau,90358.49661364754
6787,Cabe Rawit,90713,2023-08-28,Kemarau,101887.00033672234
6788,Kol,3405,2023-08-28,Kemarau,3914.983882090255
6789,Buncis,2300,2023-08-28,Kemarau,2610.3595917039115
6790,Tomat,7416,2023-08-28,Kemarau,8432.472948044
6791,Sawi Putih,3098,2023-08-29,Kemarau,3469.824640016673
6792,Cabe Chilli,24493,2023-08-29,Kemarau,27741.407142340617
6793,Cabe Kriting,55571,2023-08-29,Kemarau,61231.793133341685
6794,Cabe Rawit,86327,2023-08-29,Kemarau,97925.60765742185
6795,Kol,2036,2023-08-29,Kemarau,2337.7473222792064
6796,Buncis,3140,2023-08-29,Kemarau,3588.2120264752634
6797,Tomat,3100,2023-08-29,Kemarau,3517.9920933713233
6798,Sawi Putih,3043,2023-08-30,Kemarau,3494.9313928047795
6799,Cabe Chilli,60578,2023-08-30,Kemarau,68351.70879041497
6800,Cabe Kriting,24308,2023-08-30,Kemarau,27917.838700086788
6801,Cabe Rawit,93971,2023-08-30,Kemarau,106795.80199332832
6802,Kol,5912,2023-08-30,Kemarau,6760.584253256245
6803,Buncis,7952,2023-08-30,Kemarau,9061.586557681298
6804,Tomat,1059,2023-08-30,Kemarau,1190.1184473891683
6805,Sawi Putih,509,2023-08-31,Kemarau,573.1687702925831
6806,Cabe Chilli,57684,2023-08-31,Kemarau,63770.40029832045
6807,Cabe Kriting,37980,2023-08-31,Kemarau,42935.79039749753
6808,Cabe Rawit,56775,2023-08-31,Kemarau,62585.53996423783
6809,Kol,2760,2023-08-31,Kemarau,3091.1066280394825
6810,Buncis,4630,2023-08-31,Kemarau,5146.417819293119
6811,Tomat,7548,2023-08-31,Kemarau,8670.458635281624
6812,Sawi Putih,4361,2023-09-01,Kemarau,4858.649198961547
6813,Cabe Chilli,26100,2023-09-01,Kemarau,28794.934427112745
6814,Cabe Kriting,39085,2023-09-01,Kemarau,43370.347179754026
6815,Cabe Rawit,72796,2023-09-01,Kemarau,80588.11062539968
6816,Kol,3590,2023-09-01,Kemarau,4051.6395132667176
6817,Buncis,4925,2023-09-01,Kemarau,5503.467304584367
6818,Tomat,6700,2023-09-01,Kemarau,7550.3363115363845
6819,Sawi Putih,4830,2023-09-02,Kemarau,5436.750472726681
6820,Cabe Chilli,68549,2023-09-02,Kemarau,78055.54660196217
6821,Cabe Kriting,68305,2023-09-02,Kemarau,78489.02179029501
6822,Cabe Rawit,96687,2023-09-02,Kemarau,106674.56176691242
6823,Kol,7041,2023-09-02,Kemarau,7762.52756262757
6824,Buncis,7355,2023-09-02,Kemarau,8267.262951769058
6825,Tomat,3578,2023-09-02,Kemarau,4057.2721229200934
6826,Sawi Putih,4030,2023-09-03,Kemarau,4557.153663356752
6827,Cabe Chilli,48612,2023-09-03,Kemarau,55446.91370279996
6828,Cabe Kriting,50105,2023-09-03,Kemarau,55522.82790111505
6829,Cabe Rawit,67470,2023-09-03,Kemarau,74719.60429379475
6830,Kol,6267,2023-09-03,Kemarau,6984.138774983494
6831,Buncis,5188,2023-09-03,Kemarau,5788.924056121952
6832,Tomat,9316,2023-09-03,Kemarau,10547.344104632259
6833,Sawi Putih,3134,2023-09-04,Kemarau,3447.8190070309765
6834,Cabe Chilli,66033,2023-09-04,Kemarau,73629.02251509712
6835,Cabe Kriting,57904,2023-09-04,Kemarau,64602.459732182346
6836,Cabe Rawit,55252,2023-09-04,Kemarau,61832.24385777937
6837,Kol,5288,2023-09-04,Kemarau,6032.968361000509
6838,Buncis,2188,2023-09-04,Kemarau,2424.3347753619123
6839,Tomat,9842,2023-09-04,Kemarau,11117.112499857069
6840,Sawi Putih,4772,2023-09-05,Kemarau,5463.679520278086
6841,Cabe Chilli,44339,2023-09-05,Kemarau,49724.702043542
6842,Cabe Kriting,56939,2023-09-05,Kemarau,63583.43079543806
6843,Cabe Rawit,58810,2023-09-05,Kemarau,65270.10211062458
6844,Kol,2395,2023-09-05,Kemarau,2736.186807850876
6845,Buncis,7081,2023-09-05,Kemarau,8042.319622970595
6846,Tomat,9057,2023-09-05,Kemarau,10351.525112121879
6847,Sawi Putih,2234,2023-09-06,Kemarau,2504.4679478965986
6848,Cabe Chilli,57897,2023-09-06,Kemarau,65342.80115040688
6849,Cabe Kriting,51887,2023-09-06,Kemarau,57242.44826078976
6850,Cabe Rawit,78765,2023-09-06,Kemarau,86833.89123023498
6851,Kol,2116,2023-09-06,Kemarau,2391.7654043981206
6852,Buncis,5494,2023-09-06,Kemarau,6095.10420109987
6853,Tomat,2570,2023-09-06,Kemarau,2952.6159604970485
6854,Sawi Putih,1862,2023-09-07,Kemarau,2061.806122930837
6855,Cabe Chilli,75280,2023-09-07,Kemarau,83088.60745277292
6856,Cabe Kriting,71133,2023-09-07,Kemarau,78523.11794985872
6857,Cabe Rawit,40566,2023-09-07,Kemarau,46379.7968352939
6858,Kol,3963,2023-09-07,Kemarau,4504.757958961819
6859,Buncis,2241,2023-09-07,Kemarau,2475.8328152935214
6860,Tomat,7465,2023-09-07,Kemarau,8453.269014934403
6861,Sawi Putih,4514,2023-09-08,Kemarau,5141.618880008379
6862,Cabe Chilli,64057,2023-09-08,Kemarau,70758.776464565
6863,Cabe Kriting,72839,2023-09-08,Kemarau,81855.52813987517
6864,Cabe Rawit,24696,2023-09-08,Kemarau,28351.51307436598
6865,Kol,4749,2023-09-08,Kemarau,5259.551566993632
6866,Buncis,6209,2023-09-08,Kemarau,6913.687883783395
6867,Tomat,1825,2023-09-08,Kemarau,2095.501132097059
6868,Sawi Putih,2538,2023-09-09,Kemarau,2836.572098299864
6869,Cabe Chilli,47841,2023-09-09,Kemarau,53654.42716385404
6870,Cabe Kriting,55852,2023-09-09,Kemarau,62107.92825918022
6871,Cabe Rawit,70430,2023-09-09,Kemarau,80102.85548408347
6872,Kol,4786,2023-09-09,Kemarau,5367.87487801749
6873,Buncis,2203,2023-09-09,Kemarau,2525.0381845897177
6874,Tomat,1939,2023-09-09,Kemarau,2211.293762999764
6875,Sawi Putih,1465,2023-09-10,Kemarau,1682.414347149151
6876,Cabe Chilli,70911,2023-09-10,Kemarau,80012.30786590095
6877,Cabe Kriting,41348,2023-09-10,Kemarau,45776.07051555138
6878,Cabe Rawit,24669,2023-09-10,Kemarau,27233.007865063882
6879,Kol,5767,2023-09-10,Kemarau,6588.462711751521
6880,Buncis,5714,2023-09-10,Kemarau,6319.5858679268395
6881,Tomat,1760,2023-09-10,Kemarau,1950.8821043487142
6882,Sawi Putih,1551,2023-09-11,Kemarau,1783.2373016837892
6883,Cabe Chilli,72512,2023-09-11,Kemarau,82934.57827783909
6884,Cabe Kriting,61645,2023-09-11,Kemarau,69351.242231473
6885,Cabe Rawit,45603,2023-09-11,Kemarau,50587.758030928875
6886,Kol,7628,2023-09-11,Kemarau,8483.229576398418
6887,Buncis,6447,2023-09-11,Kemarau,7272.093846927088
6888,Tomat,7158,2023-09-11,Kemarau,8155.006365748617
6889,Sawi Putih,3113,2023-09-12,Kemarau,3566.736283317596
6890,Cabe Chilli,71035,2023-09-12,Kemarau,79544.96003731301
6891,Cabe Kriting,74004,2023-09-12,Kemarau,82212.88229025723
6892,Cabe Rawit,46413,2023-09-12,Kemarau,52853.55848416566
6893,Kol,5496,2023-09-12,Kemarau,6186.627638704296
6894,Buncis,2276,2023-09-12,Kemarau,2608.364272740356
6895,Tomat,8825,2023-09-12,Kemarau,10016.241245327048
6896,Sawi Putih,2245,2023-09-13,Kemarau,2476.4756163405873
6897,Cabe Chilli,79925,2023-09-13,Kemarau,88370.52208759109
6898,Cabe Kriting,27115,2023-09-13,Kemarau,30934.853402998593
6899,Cabe Rawit,50260,2023-09-13,Kemarau,57521.752312408855
6900,Kol,6979,2023-09-13,Kemarau,8006.633040486285
6901,Buncis,5235,2023-09-13,Kemarau,5937.037065520521
6902,Tomat,2587,2023-09-13,Kemarau,2879.2642467404335
6903,Sawi Putih,2715,2023-09-14,Kemarau,3049.6332823889666
6904,Cabe Chilli,23936,2023-09-14,Kemarau,27432.624272233523
6905,Cabe Kriting,74328,2023-09-14,Kemarau,84665.7243744407
6906,Cabe Rawit,49566,2023-09-14,Kemarau,55881.599530728665
6907,Kol,2336,2023-09-14,Kemarau,2654.188391680682
6908,Buncis,6330,2023-09-14,Kemarau,7033.032099996443
6909,Tomat,5184,2023-09-14,Kemarau,5727.4405173319665
6910,Sawi Putih,4597,2023-09-15,Kemarau,5137.608514761823
6911,Cabe Chilli,21180,2023-09-15,Kemarau,23539.430372109095
6912,Cabe Kriting,63918,2023-09-15,Kemarau,70874.65390455398
6913,Cabe Rawit,53794,2023-09-15,Kemarau,60718.314486923715
6914,Kol,4538,2023-09-15,Kemarau,5058.786193895752
6915,Buncis,5916,2023-09-15,Kemarau,6801.017380613005
6916,Tomat,7189,2023-09-15,Kemarau,8101.54829479668
6917,Sawi Putih,602,2023-09-16,Kemarau,683.8167651662154
6918,Cabe Chilli,22666,2023-09-16,Kemarau,25571.622427963397
6919,Cabe Kriting,43063,2023-09-16,Kemarau,49090.95462446003
6920,Cabe Rawit,68499,2023-09-16,Kemarau,77027.80889241326
6921,Kol,3771,2023-09-16,Kemarau,4248.239451009067
6922,Buncis,7692,2023-09-16,Kemarau,8719.979295221783
6923,Tomat,7390,2023-09-16,Kemarau,8182.383000332014
6924,Sawi Putih,1909,2023-09-17,Kemarau,2163.769960127512
6925,Cabe Chilli,29012,2023-09-17,Kemarau,33232.97750749578
6926,Cabe Kriting,45223,2023-09-17,Kemarau,50382.20034483481
6927,Cabe Rawit,37540,2023-09-17,Kemarau,41660.55159682599
6928,Kol,3113,2023-09-17,Kemarau,3513.629245841271
6929,Buncis,2563,2023-09-17,Kemarau,2830.661332522839
6930,Tomat,4556,2023-09-17,Kemarau,5131.850532507752
6931,Sawi Putih,4910,2023-09-18,Kemarau,5502.752444985852
6932,Cabe Chilli,49440,2023-09-18,Kemarau,55388.14391359897
6933,Cabe Kriting,23142,2023-09-18,Kemarau,25996.293133544707
6934,Cabe Rawit,93189,2023-09-18,Kemarau,106348.29451239906
6935,Kol,6121,2023-09-18,Kemarau,6769.758939215845
6936,Buncis,4125,2023-09-18,Kemarau,4673.1930979985
6937,Tomat,3533,2023-09-18,Kemarau,3927.5954838547577
6938,Sawi Putih,2459,2023-09-19,Kemarau,2714.838965335868
6939,Cabe Chilli,71299,2023-09-19,Kemarau,78993.52866058418
6940,Cabe Kriting,61595,2023-09-19,Kemarau,69740.04961332337
6941,Cabe Rawit,34207,2023-09-19,Kemarau,39281.61297198292
6942,Kol,2547,2023-09-19,Kemarau,2898.757323883645
6943,Buncis,6306,2023-09-19,Kemarau,7086.522865180791
6944,Tomat,6787,2023-09-19,Kemarau,7686.145016809491
6945,Sawi Putih,3383,2023-09-20,Kemarau,3793.9491343763552
6946,Cabe Chilli,47722,2023-09-20,Kemarau,54398.45597161776
6947,Cabe Kriting,28932,2023-09-20,Kemarau,31839.0715015775
6948,Cabe Rawit,34163,2023-09-20,Kemarau,38564.9443329931
6949,Kol,5526,2023-09-20,Kemarau,6134.034983296148
6950,Buncis,5816,2023-09-20,Kemarau,6410.284834002851
6951,Tomat,4805,2023-09-20,Kemarau,5464.343700336551
6952,Sawi Putih,4198,2023-09-21,Kemarau,4658.179857054247
6953,Cabe Chilli,76667,2023-09-21,Kemarau,87948.47273728339
6954,Cabe Kriting,62401,2023-09-21,Kemarau,71376.06061538306
6955,Cabe Rawit,30768,2023-09-21,Kemarau,35008.73992695077
6956,Kol,5019,2023-09-21,Kemarau,5572.556233429153
6957,Buncis,5788,2023-09-21,Kemarau,6408.623781677913
6958,Tomat,4836,2023-09-21,Kemarau,5355.431381070604
6959,Sawi Putih,704,2023-09-22,Kemarau,781.8463410833389
6960,Cabe Chilli,47671,2023-09-22,Kemarau,53542.35677226917
6961,Cabe Kriting,61675,2023-09-22,Kemarau,69460.89422993992
6962,Cabe Rawit,31573,2023-09-22,Kemarau,35720.335398836134
6963,Kol,6545,2023-09-22,Kemarau,7523.806803866267
6964,Buncis,2714,2023-09-22,Kemarau,3078.106965182685
6965,Tomat,6438,2023-09-22,Kemarau,7120.695934764963
6966,Sawi Putih,2326,2023-09-23,Kemarau,2637.6841028818394
6967,Cabe Chilli,43727,2023-09-23,Kemarau,49316.09741890858
6968,Cabe Kriting,46048,2023-09-23,Kemarau,51249.43669238792
6969,Cabe Rawit,67063,2023-09-23,Kemarau,75063.02653250529
6970,Kol,7503,2023-09-23,Kemarau,8505.69070033514
6971,Buncis,5753,2023-09-23,Kemarau,6524.259299635981
6972,Tomat,4911,2023-09-23,Kemarau,5572.536929729778
6973,Sawi Putih,1391,2023-09-24,Kemarau,1555.883486621459
6974,Cabe Chilli,33455,2023-09-24,Kemarau,37901.77132728053
6975,Cabe Kriting,29585,2023-09-24,Kemarau,33602.89357700513
6976,Cabe Rawit,85476,2023-09-24,Kemarau,95434.19442561528
6977,Kol,6828,2023-09-24,Kemarau,7828.1730146210975
6978,Buncis,3202,2023-09-24,Kemarau,3595.4423594304117
6979,Tomat,8415,2023-09-24,Kemarau,9411.219818200057
6980,Sawi Putih,4226,2023-09-25,Kemarau,4798.74769759734
6981,Cabe Chilli,55438,2023-09-25,Kemarau,62777.32522381129
6982,Cabe Kriting,29214,2023-09-25,Kemarau,33436.232781236286
6983,Cabe Rawit,63122,2023-09-25,Kemarau,71264.93299592969
6984,Kol,4293,2023-09-25,Kemarau,4915.5660393066455
6985,Buncis,5808,2023-09-25,Kemarau,6409.486422917037
6986,Tomat,1914,2023-09-25,Kemarau,2180.692709141146
6987,Sawi Putih,3521,2023-09-26,Kemarau,3927.5843512659962
6988,Cabe Chilli,31983,2023-09-26,Kemarau,36254.28506657849
6989,Cabe Kriting,43834,2023-09-26,Kemarau,48850.853621066046
6990,Cabe Rawit,74710,2023-09-26,Kemarau,84073.27064945783
6991,Kol,4185,2023-09-26,Kemarau,4639.46702383385
6992,Buncis,4262,2023-09-26,Kemarau,4837.22561403083
6993,Tomat,9568,2023-09-26,Kemarau,10792.853018485246
6994,Sawi Putih,802,2023-09-27,Kemarau,883.0978839766954
6995,Cabe Chilli,76415,2023-09-27,Kemarau,87661.59789405351
6996,Cabe Kriting,74463,2023-09-27,Kemarau,84799.27759473256
6997,Cabe Rawit,40932,2023-09-27,Kemarau,45631.512964980226
6998,Kol,4583,2023-09-27,Kemarau,5166.615742984928
6999,Buncis,3013,2023-09-27,Kemarau,3400.282115183329
7000,Tomat,4227,2023-09-27,Kemarau,4712.12031027479
7001,Sawi Putih,2402,2023-09-28,Kemarau,2731.882186884913
7002,Cabe Chilli,20510,2023-09-28,Kemarau,22838.939718206057
7003,Cabe Kriting,60993,2023-09-28,Kemarau,69697.4769637836
7004,Cabe Rawit,36675,2023-09-28,Kemarau,41937.58725858062
7005,Kol,2132,2023-09-28,Kemarau,2386.6274919482216
7006,Buncis,2093,2023-09-28,Kemarau,2334.3626672799965
7007,Tomat,5959,2023-09-28,Kemarau,6578.167788572994
7008,Sawi Putih,3180,2023-09-29,Kemarau,3543.745525962827
7009,Cabe Chilli,46456,2023-09-29,Kemarau,52263.27906357414
7010,Cabe Kriting,59532,2023-09-29,Kemarau,67745.97212294649
7011,Cabe Rawit,55553,2023-09-29,Kemarau,62776.58983443212
7012,Kol,5855,2023-09-29,Kemarau,6722.6597781843875
7013,Buncis,4283,2023-09-29,Kemarau,4901.526773138859
7014,Tomat,2159,2023-09-29,Kemarau,2401.8245960102445
7015,Sawi Putih,824,2023-09-30,Kemarau,928.7970743767493
7016,Cabe Chilli,70813,2023-09-30,Kemarau,81253.34881881424
7017,Cabe Kriting,41657,2023-09-30,Kemarau,47356.03471106378
7018,Cabe Rawit,48032,2023-09-30,Kemarau,54746.65417265555
7019,Kol,3363,2023-09-30,Kemarau,3802.835687124829
7020,Buncis,7596,2023-09-30,Kemarau,8498.878905422109
7021,Tomat,5830,2023-09-30,Kemarau,6449.771892867615
7022,Sawi Putih,3552,2023-10-01,Kemarau,3993.678377110921
7023,Cabe Chilli,48630,2023-10-01,Kemarau,55564.64517282413
7024,Cabe Kriting,49348,2023-10-01,Kemarau,56696.42526519063
7025,Cabe Rawit,90185,2023-10-01,Kemarau,100515.59540233498
7026,Kol,6038,2023-10-01,Kemarau,6648.9395414990095
7027,Buncis,5634,2023-10-01,Kemarau,6258.86909684121
7028,Tomat,1104,2023-10-01,Kemarau,1234.5441346378184
7029,Sawi Putih,2221,2023-10-02,Kemarau,2532.752311475038
7030,Cabe Chilli,39393,2023-10-02,Kemarau,45270.71568802023
7031,Cabe Kriting,59188,2023-10-02,Kemarau,67514.8862623942
7032,Cabe Rawit,97517,2023-10-02,Kemarau,111392.28598584836
7033,Kol,5388,2023-10-02,Kemarau,6099.762735939955
7034,Buncis,2501,2023-10-02,Kemarau,2869.94962168126
7035,Tomat,1777,2023-10-02,Kemarau,2027.6302045291852
7036,Sawi Putih,3701,2023-10-03,Kemarau,4111.497665479058
7037,Cabe Chilli,30532,2023-10-03,Kemarau,33631.30434104689
7038,Cabe Kriting,36652,2023-10-03,Kemarau,41951.92573808539
7039,Cabe Rawit,36975,2023-10-03,Kemarau,41026.09887766749
7040,Kol,2008,2023-10-03,Kemarau,2264.625929907814
7041,Buncis,5189,2023-10-03,Kemarau,5799.056081519002
7042,Tomat,9059,2023-10-03,Kemarau,10029.117757723177
7043,Sawi Putih,1010,2023-10-04,Kemarau,1152.805225327769
7044,Cabe Chilli,56232,2023-10-04,Kemarau,63571.58833273198
7045,Cabe Kriting,64371,2023-10-04,Kemarau,72513.20606867423
7046,Cabe Rawit,79024,2023-10-04,Kemarau,88785.49363047937
7047,Kol,7221,2023-10-04,Kemarau,8147.770252041378
7048,Buncis,6431,2023-10-04,Kemarau,7173.242846662657
7049,Tomat,6421,2023-10-04,Kemarau,7128.712964359628
7050,Sawi Putih,2988,2023-10-05,Kemarau,3331.17108608586
7051,Cabe Chilli,21293,2023-10-05,Kemarau,23950.985421045454
7052,Cabe Kriting,48396,2023-10-05,Kemarau,53668.775352835204
7053,Cabe Rawit,65708,2023-10-05,Kemarau,73104.44825476217
7054,Kol,7372,2023-10-05,Kemarau,8171.628928745904
7055,Buncis,2847,2023-10-05,Kemarau,3215.98157838148
7056,Tomat,5340,2023-10-05,Kemarau,6095.701120985883
7057,Sawi Putih,4047,2023-10-06,Kemarau,4471.490870547527
7058,Cabe Chilli,33854,2023-10-06,Kemarau,37257.95026680372
7059,Cabe Kriting,48441,2023-10-06,Kemarau,54486.50237216405
7060,Cabe Rawit,31750,2023-10-06,Kemarau,35008.47530519768
7061,Kol,5498,2023-10-06,Kemarau,6288.313841703088
7062,Buncis,3483,2023-10-06,Kemarau,3982.943524125584
7063,Tomat,5066,2023-10-06,Kemarau,5733.237995645029
7064,Sawi Putih,2320,2023-10-07,Kemarau,2582.447748708824
7065,Cabe Chilli,46654,2023-10-07,Kemarau,53402.247276171525
7066,Cabe Kriting,67129,2023-10-07,Kemarau,75545.36342103554
7067,Cabe Rawit,59477,2023-10-07,Kemarau,66062.25238135336
7068,Kol,2187,2023-10-07,Kemarau,2422.7307850439042
7069,Buncis,2620,2023-10-07,Kemarau,2891.748446379915
7070,Tomat,7502,2023-10-07,Kemarau,8465.551370725943
7071,Sawi Putih,3527,2023-10-08,Kemarau,3965.127245931465
7072,Cabe Chilli,43727,2023-10-08,Kemarau,48202.84612229973
7073,Cabe Kriting,50748,2023-10-08,Kemarau,56845.26848676209
7074,Cabe Rawit,79841,2023-10-08,Kemarau,89160.53581120538
7075,Kol,2169,2023-10-08,Kemarau,2460.226193046287
7076,Buncis,6845,2023-10-08,Kemarau,7705.20297483403
7077,Tomat,5493,2023-10-08,Kemarau,6226.376657489325
7078,Sawi Putih,4498,2023-10-09,Kemarau,5006.453862959933
7079,Cabe Chilli,46443,2023-10-09,Kemarau,52729.69674249241
7080,Cabe Kriting,66384,2023-10-09,Kemarau,73108.48023436632
7081,Cabe Rawit,29191,2023-10-09,Kemarau,33301.46277839183
7082,Kol,6735,2023-10-09,Kemarau,7566.084131101183
7083,Buncis,5912,2023-10-09,Kemarau,6717.211954822549
7084,Tomat,3083,2023-10-09,Kemarau,3391.913006883238
7085,Sawi Putih,1113,2023-10-10,Kemarau,1266.2699052521152
7086,Cabe Chilli,22903,2023-10-10,Kemarau,25244.59464030923
7087,Cabe Kriting,41580,2023-10-10,Kemarau,47498.283842674566
7088,Cabe Rawit,83698,2023-10-10,Kemarau,94299.67020616551
7089,Kol,3281,2023-10-10,Kemarau,3763.8374737253666
7090,Buncis,4340,2023-10-10,Kemarau,4855.449773311821
7091,Tomat,1103,2023-10-10,Kemarau,1231.4144552694452
7092,Sawi Putih,4465,2023-10-11,Kemarau,4928.1921187003645
7093,Cabe Chilli,24506,2023-10-11,Kemarau,28172.32885362714
7094,Cabe Kriting,56126,2023-10-11,Kemarau,62286.080218396455
7095,Cabe Rawit,67330,2023-10-11,Kemarau,77144.37777182077
7096,Kol,5014,2023-10-11,Kemarau,5686.979519661041
7097,Buncis,3965,2023-10-11,Kemarau,4524.774905259798
7098,Tomat,2914,2023-10-11,Kemarau,3217.807027135351
7099,Sawi Putih,4424,2023-10-12,Kemarau,4990.866877813159
7100,Cabe Chilli,57815,2023-10-12,Kemarau,64717.10122305622
7101,Cabe Kriting,73226,2023-10-12,Kemarau,80718.1669985669
7102,Cabe Rawit,40457,2023-10-12,Kemarau,46504.20368941277
7103,Kol,2671,2023-10-12,Kemarau,3011.5136591632695
7104,Buncis,4862,2023-10-12,Kemarau,5537.813727029176
7105,Tomat,6285,2023-10-12,Kemarau,7078.03949221987
7106,Sawi Putih,725,2023-10-13,Kemarau,816.6987038974787
7107,Cabe Chilli,52567,2023-10-13,Kemarau,59825.78140438314
7108,Cabe Kriting,56281,2023-10-13,Kemarau,61912.31082082064
7109,Cabe Rawit,35888,2023-10-13,Kemarau,41226.82583526151
7110,Kol,3857,2023-10-13,Kemarau,4300.28338766994
7111,Buncis,4451,2023-10-13,Kemarau,4982.026233102242
7112,Tomat,2143,2023-10-13,Kemarau,2386.5608206262527
7113,Sawi Putih,1268,2023-10-14,Kemarau,1412.484688594497
7114,Cabe Chilli,66660,2023-10-14,Kemarau,75269.39098002586
7115,Cabe Kriting,56452,2023-10-14,Kemarau,64832.21657749518
7116,Cabe Rawit,58512,2023-10-14,Kemarau,65373.596534281096
7117,Kol,2781,2023-10-14,Kemarau,3110.839066782734
7118,Buncis,4189,2023-10-14,Kemarau,4707.110681164231
7119,Tomat,7847,2023-10-14,Kemarau,8850.768912332655
7120,Sawi Putih,1164,2023-10-15,Kemarau,1305.996299076544
7121,Cabe Chilli,46950,2023-10-15,Kemarau,52598.776334486705
7122,Cabe Kriting,76604,2023-10-15,Kemarau,87088.73104238992
7123,Cabe Rawit,67508,2023-10-15,Kemarau,77536.39618109302
7124,Kol,4836,2023-10-15,Kemarau,5418.51621867915
7125,Buncis,4811,2023-10-15,Kemarau,5492.477886215249
7126,Tomat,9299,2023-10-15,Kemarau,10275.872389322372
7127,Sawi Putih,1087,2023-10-16,Kemarau,1205.5485485173235
7128,Cabe Chilli,28029,2023-10-16,Kemarau,32115.726224558115
7129,Cabe Kriting,26437,2023-10-16,Kemarau,29112.498993884965
7130,Cabe Rawit,31269,2023-10-16,Kemarau,34488.737864845454
7131,Kol,4887,2023-10-16,Kemarau,5453.763600380609
7132,Buncis,2390,2023-10-16,Kemarau,2698.1590145246923
7133,Tomat,7983,2023-10-16,Kemarau,8832.096019697497
7134,Sawi Putih,3902,2023-10-17,Kemarau,4461.792975767771
7135,Cabe Chilli,61393,2023-10-17,Kemarau,67900.1816854053
7136,Cabe Kriting,54349,2023-10-17,Kemarau,62241.04783002526
7137,Cabe Rawit,66151,2023-10-17,Kemarau,75748.91008366551
7138,Kol,2899,2023-10-17,Kemarau,3242.293556844691
7139,Buncis,7108,2023-10-17,Kemarau,7906.137369611089
7140,Tomat,3656,2023-10-17,Kemarau,4145.086268293765
7141,Sawi Putih,2500,2023-10-18,Kemarau,2827.5821737395663
7142,Cabe Chilli,72671,2023-10-18,Kemarau,80826.37682011831
7143,Cabe Kriting,27395,2023-10-18,Kemarau,30663.55443201755
7144,Cabe Rawit,36770,2023-10-18,Kemarau,40806.652252632884
7145,Kol,2213,2023-10-18,Kemarau,2438.83002099823
7146,Buncis,7607,2023-10-18,Kemarau,8534.29271062301
7147,Tomat,3081,2023-10-18,Kemarau,3426.3616785764316
7148,Sawi Putih,4732,2023-10-19,Kemarau,5241.477101646287
7149,Cabe Chilli,37023,2023-10-19,Kemarau,41694.742860323924
7150,Cabe Kriting,62105,2023-10-19,Kemarau,71286.58835970511
