ID,Jenis Sayuran,Tanggal Harga,Harga Pengepul per Kilogram,Harga Pasar per Kilogram
6028,Cabe Rawit,2023-10-02,27626,30059.934905816866
6029,Kol,2023-10-02,6234,6675.154860212278
6030,Buncis,2023-10-02,6927,7312.241649232391
6031,Sawi Putih,2023-10-03,4356,4610.275231949223
6032,Cabe Chilli,2023-10-03,53606,57458.03665341599
6033,Cabe Kriting,2023-10-03,47239,51835.368044110815
6034,Cabe Rawit,2023-10-03,64838,68303.36355430189
6035,Kol,2023-10-03,6121,6545.259902799823
6036,Buncis,2023-10-03,3031,3231.0666485721176
6037,Sawi Putih,2023-10-04,1505,1653.841374183061
6038,Cabe Chilli,2023-10-04,28906,31559.15249028319
6039,Cabe Kriting,2023-10-04,50667,53836.80522617979
6040,Cabe Rawit,2023-10-04,53955,56906.270195375095
6041,Kol,2023-10-04,7357,8012.336086866638
6042,Buncis,2023-10-04,3671,4003.340016192527
6043,Sawi Putih,2023-10-05,1166,1268.1823534285115
6044,Cabe Chilli,2023-10-05,59375,64886.950809874455
6045,Cabe Kriting,2023-10-05,70246,74734.95019827544
6046,Cabe Rawit,2023-10-05,31266,33877.53199975972
6047,Kol,2023-10-05,6149,6479.143654486257
6048,Buncis,2023-10-05,6691,7095.3912822742395
6049,Sawi Putih,2023-10-06,593,637.1044463350052
6050,Cabe Chilli,2023-10-06,40647,44175.852597861245
6051,Cabe Kriting,2023-10-06,68413,73631.87318666416
6052,Cabe Rawit,2023-10-06,26921,29432.33863283019
6053,Kol,2023-10-06,5541,6043.8228709671
6054,Buncis,2023-10-06,7095,7556.075374388707
6055,Sawi Putih,2023-10-07,1155,1227.656567408273
6056,Cabe Chilli,2023-10-07,70216,74432.79678404455
6057,Cabe Kriting,2023-10-07,58666,63941.858529723315
6058,Cabe Rawit,2023-10-07,55766,59795.4145197721
6059,Kol,2023-10-07,6173,6733.277504638784
6060,Buncis,2023-10-07,6566,6950.993958537474
6061,Sawi Putih,2023-10-08,4843,5260.719266244677
6062,Cabe Chilli,2023-10-08,37760,41496.48884348409
6063,Cabe Kriting,2023-10-08,22040,24002.50022610534
6064,Cabe Rawit,2023-10-08,59989,63837.201186006474
6065,Kol,2023-10-08,3120,3335.356236315195
6066,Buncis,2023-10-08,6487,7108.1095411340775
6067,Sawi Putih,2023-10-09,3398,3705.291434545935
6068,Cabe Chilli,2023-10-09,78886,84874.10197418544
6069,Cabe Kriting,2023-10-09,56505,61533.052472800715
6070,Cabe Rawit,2023-10-09,34166,37257.49182813734
6071,Kol,2023-10-09,3087,3333.4979235335595
6072,Buncis,2023-10-09,2276,2405.9236178170363
6073,Sawi Putih,2023-10-10,3529,3867.225909171704
6074,Cabe Chilli,2023-10-10,56190,59390.72244365823
6075,Cabe Kriting,2023-10-10,32525,34813.68060044581
6076,Cabe Rawit,2023-10-10,41152,44853.30706386449
6077,Kol,2023-10-10,3511,3752.8203439023246
6078,Buncis,2023-10-10,7197,7594.770673471969
6079,Sawi Putih,2023-10-11,3816,4121.936312363381
6080,Cabe Chilli,2023-10-11,44354,48176.704942495424
6081,Cabe Kriting,2023-10-11,50519,55442.455823224824
6082,Cabe Rawit,2023-10-11,56659,61415.45143047814
6083,Kol,2023-10-11,3546,3846.676650627798
6084,Buncis,2023-10-11,4065,4409.871512207963
6085,Sawi Putih,2023-10-12,3226,3461.6260879561883
6086,Cabe Chilli,2023-10-12,67355,72325.77667574577
6087,Cabe Kriting,2023-10-12,40004,43294.33728083332
6088,Cabe Rawit,2023-10-12,68168,73074.22364116783
6089,Kol,2023-10-12,4470,4832.061479337365
6090,Buncis,2023-10-12,2543,2721.7407786171607
6091,Sawi Putih,2023-10-13,4449,4766.240092846816
6092,Cabe Chilli,2023-10-13,63079,67961.89991191248
6093,Cabe Kriting,2023-10-13,47481,51792.3580100485
6094,Cabe Rawit,2023-10-13,22720,24468.16627407275
6095,Kol,2023-10-13,6373,6990.470875510226
6096,Buncis,2023-10-13,6660,7236.055074439722
6097,Sawi Putih,2023-10-14,2664,2916.979409385524
6098,Cabe Chilli,2023-10-14,27727,30491.737072742366
6099,Cabe Kriting,2023-10-14,33520,36660.3839340785
6100,Cabe Rawit,2023-10-14,65687,70492.44966134238
6101,Kol,2023-10-14,4731,5172.97179204046
6102,Buncis,2023-10-14,3897,4150.170407734654
6103,Sawi Putih,2023-10-15,4674,4935.301357981523
6104,Cabe Chilli,2023-10-15,69191,73472.186961665
6105,Cabe Kriting,2023-10-15,65496,70162.58493718627
6106,Cabe Rawit,2023-10-15,60343,63745.7155922151
6107,Kol,2023-10-15,2745,2977.727028853262
6108,Buncis,2023-10-15,7480,8195.231298528804
6109,Sawi Putih,2023-10-16,2156,2370.9442589421305
6110,Cabe Chilli,2023-10-16,68609,74187.87751335785
6111,Cabe Kriting,2023-10-16,42621,46254.35021133766
6112,Cabe Rawit,2023-10-16,21116,23012.306543342478
6113,Kol,2023-10-16,2781,2996.93171557134
6114,Buncis,2023-10-16,4409,4737.819891423201
6115,Sawi Putih,2023-10-17,3247,3556.0423927892443
6116,Cabe Chilli,2023-10-17,21365,23318.166231990945
6117,Cabe Kriting,2023-10-17,67796,74243.15364156231
6118,Cabe Rawit,2023-10-17,55134,58044.25204932553
6119,Kol,2023-10-17,7652,8215.423289452789
6120,Buncis,2023-10-17,2983,3237.5596136383897
6121,Sawi Putih,2023-10-18,3343,3644.891900643176
6122,Cabe Chilli,2023-10-18,71325,76225.51672516843
6123,Cabe Kriting,2023-10-18,50017,53821.527191455396
6124,Cabe Rawit,2023-10-18,38820,42185.2503375567
6125,Kol,2023-10-18,2050,2162.7006294497573
6126,Buncis,2023-10-18,6806,7399.394901966658
6127,Sawi Putih,2023-10-19,2506,2751.719839431339
6128,Cabe Chilli,2023-10-19,38045,41039.10037737524
6129,Cabe Kriting,2023-10-19,75981,82925.76317179883
6130,Cabe Rawit,2023-10-19,25172,26441.188504843423
6131,Kol,2023-10-19,5704,6042.784160590016
6132,Buncis,2023-10-19,2084,2212.75258858338
6133,Sawi Putih,2023-10-20,2442,2593.3677896167983
6134,Cabe Chilli,2023-10-20,51259,53836.184308524025
6135,Cabe Kriting,2023-10-20,52644,57847.18480507545
6136,Cabe Rawit,2023-10-20,26327,27680.700714925202
6137,Kol,2023-10-20,6271,6704.118269421174
6138,Buncis,2023-10-20,2696,2950.6881189297237
6139,Sawi Putih,2023-10-21,3674,3992.7330382410187
6140,Cabe Chilli,2023-10-21,31139,32727.136609425932
6141,Cabe Kriting,2023-10-21,59032,64231.1881347446
6142,Cabe Rawit,2023-10-21,44242,47418.31682578115
6143,Kol,2023-10-21,5865,6390.831828795388
6144,Buncis,2023-10-21,4471,4733.442444411395
6145,Sawi Putih,2023-10-22,1886,2057.03024539117
6146,Cabe Chilli,2023-10-22,32876,35629.293955563764
6147,Cabe Kriting,2023-10-22,75823,79749.8221708321
6148,Cabe Rawit,2023-10-22,38587,40656.68357362491
6149,Kol,2023-10-22,3502,3800.2426494611072
6150,Buncis,2023-10-22,2307,2444.9090216551663
6151,Sawi Putih,2023-10-23,3999,4286.784504424814
6152,Cabe Chilli,2023-10-23,49272,53162.72576176472
6153,Cabe Kriting,2023-10-23,43858,47264.73229201582
6154,Cabe Rawit,2023-10-23,52746,57771.25627653803
6155,Kol,2023-10-23,4298,4544.0408783718385
6156,Buncis,2023-10-23,3858,4236.98788428702
6157,Sawi Putih,2023-10-24,632,680.9939773263037
6158,Cabe Chilli,2023-10-24,25306,27410.517779542763
6159,Cabe Kriting,2023-10-24,29868,31453.90203560059
6160,Cabe Rawit,2023-10-24,76442,82698.8473778858
6161,Kol,2023-10-24,2271,2489.348005916093
6162,Buncis,2023-10-24,4503,4828.530603980972
6163,Sawi Putih,2023-10-25,3930,4209.816423463784
6164,Cabe Chilli,2023-10-25,27019,28900.685630486358
6165,Cabe Kriting,2023-10-25,37062,39964.48277001755
6166,Cabe Rawit,2023-10-25,75988,83234.04640851034
6167,Kol,2023-10-25,7140,7591.266686443861
6168,Buncis,2023-10-25,5068,5513.036381828616
6169,Sawi Putih,2023-10-26,665,718.2882084583048
6170,Cabe Chilli,2023-10-26,59788,63027.83767371774
6171,Cabe Kriting,2023-10-26,53832,58374.910506683635
6172,Cabe Rawit,2023-10-26,53659,56379.21293671601
6173,Kol,2023-10-26,6019,6383.739293130132
6174,Buncis,2023-10-26,3106,3325.2437426925167
6175,Sawi Putih,2023-10-27,2569,2808.0602624000126
6176,Cabe Chilli,2023-10-27,72614,79080.62334583711
6177,Cabe Kriting,2023-10-27,63581,69372.50682683934
6178,Cabe Rawit,2023-10-27,73277,80529.76530717796
6179,Kol,2023-10-27,7920,8496.350098586137
6180,Buncis,2023-10-27,2200,2341.986588682363
6181,Sawi Putih,2023-10-28,1280,1398.3872655451519
6182,Cabe Chilli,2023-10-28,54684,58408.72170201659
6183,Cabe Kriting,2023-10-28,73119,77825.14183998443
6184,Cabe Rawit,2023-10-28,20360,22222.42999736911
6185,Kol,2023-10-28,2592,2790.2761501267573
6186,Buncis,2023-10-28,3557,3907.675769090438
6187,Sawi Putih,2023-10-29,1139,1239.6729481214704
6188,Cabe Chilli,2023-10-29,73969,78483.69412855654
6189,Cabe Kriting,2023-10-29,72141,76582.61616503652
6190,Cabe Rawit,2023-10-29,21402,23229.752169467734
6191,Kol,2023-10-29,4387,4711.185582277806
6192,Buncis,2023-10-29,4620,4937.7137400606
6193,Sawi Putih,2023-10-30,3423,3760.22250331979
6194,Cabe Chilli,2023-10-30,40580,44049.42382632051
6195,Cabe Kriting,2023-10-30,41723,44677.22828688625
6196,Cabe Rawit,2023-10-30,33576,36101.04169920462
6197,Kol,2023-10-30,6180,6640.353061278761
6198,Buncis,2023-10-30,4524,4822.873398816532
6199,Sawi Putih,2023-10-31,2232,2399.0902452968767
6200,Cabe Chilli,2023-10-31,75453,80602.55193667559
6201,Cabe Kriting,2023-10-31,44969,47915.30616968586
6202,Cabe Rawit,2023-10-31,22106,23340.702401438364
6203,Kol,2023-10-31,2996,3256.709315817723
6204,Buncis,2023-10-31,2103,2280.3747461827434
6205,Sawi Putih,2023-11-01,3693,4004.380822420922
6206,Cabe Chilli,2023-11-01,62885,68831.58546218544
6207,Cabe Kriting,2023-11-01,23485,25774.29526000197
6208,Cabe Rawit,2023-11-01,79514,85022.29553436511
6209,Kol,2023-11-01,2129,2293.6166984803435
6210,Buncis,2023-11-01,5042,5449.290437772979
6211,Sawi Putih,2023-11-02,4207,4572.893613359349
6212,Cabe Chilli,2023-11-02,56530,61940.79553323676
6213,Cabe Kriting,2023-11-02,21771,23249.009580470083
6214,Cabe Rawit,2023-11-02,64006,69444.75585496727
6215,Kol,2023-11-02,2367,2573.154267977774
6216,Buncis,2023-11-02,7591,8079.451565079114
6217,Sawi Putih,2023-11-03,3123,3349.6604242800895
6218,Cabe Chilli,2023-11-03,75764,80050.64842145094
6219,Cabe Kriting,2023-11-03,46402,49991.03222760958
6220,Cabe Rawit,2023-11-03,40949,44222.25984979038
6221,Kol,2023-11-03,4794,5184.60897179574
6222,Buncis,2023-11-03,4661,4982.573551358935
6223,Sawi Putih,2023-11-04,4428,4671.403667654138
6224,Cabe Chilli,2023-11-04,61990,67339.43199095885
6225,Cabe Kriting,2023-11-04,29947,31603.07914743234
6226,Cabe Rawit,2023-11-04,51479,56126.533817078365
6227,Kol,2023-11-04,7165,7689.530336701798
6228,Buncis,2023-11-04,5748,6075.435241305484
6229,Sawi Putih,2023-11-05,2649,2901.8408742931033
6230,Cabe Chilli,2023-11-05,74658,81400.68589960842
6231,Cabe Kriting,2023-11-05,48603,53061.35794519926
6232,Cabe Rawit,2023-11-05,43386,46900.51443083049
6233,Kol,2023-11-05,7937,8650.388027876646
6234,Buncis,2023-11-05,2341,2462.157256041412
6235,Sawi Putih,2023-11-06,4001,4282.600230010596
6236,Cabe Chilli,2023-11-06,24754,27132.64993745981
6237,Cabe Kriting,2023-11-06,41368,43660.5762923372
6238,Cabe Rawit,2023-11-06,43147,47097.13381444585
6239,Kol,2023-11-06,4862,5199.500055299976
6240,Buncis,2023-11-06,7181,7684.669773483885
6241,Sawi Putih,2023-11-07,4744,5106.457149885619
6242,Cabe Chilli,2023-11-07,54553,59762.19189586641
6243,Cabe Kriting,2023-11-07,76561,82682.90094686423
6244,Cabe Rawit,2023-11-07,77588,83648.55719642046
6245,Kol,2023-11-07,3222,3419.4354521759265
6246,Buncis,2023-11-07,2486,2639.6289770467006
6247,Sawi Putih,2023-11-08,4505,4823.37534694202
6248,Cabe Chilli,2023-11-08,39923,42391.314760556226
6249,Cabe Kriting,2023-11-08,27249,28685.35403306591
6250,Cabe Rawit,2023-11-08,79670,85149.44277464187
6251,Kol,2023-11-08,3891,4261.656795194668
6252,Buncis,2023-11-08,7922,8693.918985370343
6253,Sawi Putih,2023-11-09,2126,2326.8097970878907
6254,Cabe Chilli,2023-11-09,79314,84036.37261697436
6255,Cabe Kriting,2023-11-09,32632,35545.30015728508
6256,Cabe Rawit,2023-11-09,41103,43620.88389146838
6257,Kol,2023-11-09,4425,4664.383325291173
6258,Buncis,2023-11-09,5101,5473.137850623433
6259,Sawi Putih,2023-11-10,3913,4254.244017768578
6260,Cabe Chilli,2023-11-10,70357,76108.11312155667
6261,Cabe Kriting,2023-11-10,79696,84500.58143785482
6262,Cabe Rawit,2023-11-10,66625,72884.8827868949
6263,Kol,2023-11-10,2239,2412.183938805263
6264,Buncis,2023-11-10,5544,5845.920370541967
6265,Sawi Putih,2023-11-11,1109,1186.956582649938
6266,Cabe Chilli,2023-11-11,45552,48051.69689946985
6267,Cabe Kriting,2023-11-11,78259,84599.56995321019
6268,Cabe Rawit,2023-11-11,66182,71972.4566525445
6269,Kol,2023-11-11,5587,6016.2636690539575
6270,Buncis,2023-11-11,5450,5864.242665044085
6271,Sawi Putih,2023-11-12,4802,5264.09563979253
6272,Cabe Chilli,2023-11-12,60343,66373.88983353747
6273,Cabe Kriting,2023-11-12,46758,51190.562493094025
6274,Cabe Rawit,2023-11-12,58379,62042.766071761354
6275,Kol,2023-11-12,3818,4064.071197547153
6276,Buncis,2023-11-12,5896,6271.573877164294
6277,Sawi Putih,2023-11-13,4795,5179.629778264087
6278,Cabe Chilli,2023-11-13,64818,69029.98966937423
6279,Cabe Kriting,2023-11-13,49243,53245.07998797136
6280,Cabe Rawit,2023-11-13,56859,62148.19264503731
6281,Kol,2023-11-13,4969,5361.202023801217
6282,Buncis,2023-11-13,7036,7648.984691417632
6283,Sawi Putih,2023-11-14,2116,2296.583840990624
6284,Cabe Chilli,2023-11-14,75632,80425.29360551892
6285,Cabe Kriting,2023-11-14,32213,34649.45861058684
6286,Cabe Rawit,2023-11-14,62423,67438.39270599915
6287,Kol,2023-11-14,6612,7215.60750031584
6288,Buncis,2023-11-14,4917,5172.655421228059
6289,Sawi Putih,2023-11-15,648,696.4985861386238
6290,Cabe Chilli,2023-11-15,70573,75983.96361693455
6291,Cabe Kriting,2023-11-15,22942,24348.001693619844
6292,Cabe Rawit,2023-11-15,66173,71460.5387645777
6293,Kol,2023-11-15,5524,5848.859576413671
6294,Buncis,2023-11-15,7366,8072.4491074985735
6295,Sawi Putih,2023-11-16,4523,4824.7759685987585
6296,Cabe Chilli,2023-11-16,68144,74215.23588829198
6297,Cabe Kriting,2023-11-16,63484,67313.65082488753
6298,Cabe Rawit,2023-11-16,33370,35391.7046288695
6299,Kol,2023-11-16,2765,3034.715433508525
6300,Buncis,2023-11-16,4251,4534.617661449478
6301,Sawi Putih,2023-11-17,619,657.912501139028
6302,Cabe Chilli,2023-11-17,36659,39901.326715140436
6303,Cabe Kriting,2023-11-17,32944,35940.9963870701
6304,Cabe Rawit,2023-11-17,69641,73801.41717267976
6305,Kol,2023-11-17,6545,7111.787205195925
6306,Buncis,2023-11-17,3917,4299.932294658632
6307,Sawi Putih,2023-11-18,2281,2440.080102573703
6308,Cabe Chilli,2023-11-18,79183,83875.61625372093
6309,Cabe Kriting,2023-11-18,58228,61523.26644696929
6310,Cabe Rawit,2023-11-18,70472,73997.64483953427
6311,Kol,2023-11-18,6570,6983.637600514156
6312,Buncis,2023-11-18,4592,4996.601868167696
6313,Sawi Putih,2023-11-19,3010,3206.8305163523532
6314,Cabe Chilli,2023-11-19,52618,57382.66337899639
6315,Cabe Kriting,2023-11-19,57930,61215.87086819952
6316,Cabe Rawit,2023-11-19,28444,30964.47760124131
6317,Kol,2023-11-19,3855,4228.724150692476
6318,Buncis,2023-11-19,7236,7632.191028694522
6319,Sawi Putih,2023-11-20,1673,1766.575916940756
6320,Cabe Chilli,2023-11-20,73305,77998.39273984657
6321,Cabe Kriting,2023-11-20,46548,50027.25612951686
6322,Cabe Rawit,2023-11-20,23309,24527.2864362631
6323,Kol,2023-11-20,6068,6434.818122536597
6324,Buncis,2023-11-20,5588,5966.994732192001
6325,Sawi Putih,2023-11-21,1012,1065.7987988646191
6326,Cabe Chilli,2023-11-21,47105,51722.28943396602
6327,Cabe Kriting,2023-11-21,54501,58259.86531457853
6328,Cabe Rawit,2023-11-21,75985,82590.07593392387
6329,Kol,2023-11-21,4580,4992.99197893806
6330,Buncis,2023-11-21,5307,5683.725572816707
6331,Sawi Putih,2023-11-22,4954,5212.306085040252
6332,Cabe Chilli,2023-11-22,58595,61962.20993499528
6333,Cabe Kriting,2023-11-22,37844,40859.176684619175
6334,Cabe Rawit,2023-11-22,33238,35008.3841948773
6335,Kol,2023-11-22,4313,4676.29968966365
6336,Buncis,2023-11-22,3935,4299.833425811894
6337,Sawi Putih,2023-11-23,507,547.0734602989005
6338,Cabe Chilli,2023-11-23,44237,47314.68428261839
6339,Cabe Kriting,2023-11-23,64316,69810.6968656506
6340,Cabe Rawit,2023-11-23,48674,53026.56279594638
6341,Kol,2023-11-23,4179,4388.7865614163975
6342,Buncis,2023-11-23,6335,6767.536733883087
6343,Sawi Putih,2023-11-24,2722,2945.0652079643705
6344,Cabe Chilli,2023-11-24,46156,48890.43298564854
6345,Cabe Kriting,2023-11-24,38333,42065.00381143157
6346,Cabe Rawit,2023-11-24,75473,81213.18281216767
6347,Kol,2023-11-24,5825,6353.860356564861
6348,Buncis,2023-11-24,4874,5141.645084587739
6349,Sawi Putih,2023-11-25,2127,2247.0219826958005
6350,Cabe Chilli,2023-11-25,75530,82909.65943767827
6351,Cabe Kriting,2023-11-25,33305,35984.57371921439
6352,Cabe Rawit,2023-11-25,76687,81568.03146435591
6353,Kol,2023-11-25,7007,7589.698463477085
6354,Buncis,2023-11-25,4983,5287.16181859293
6355,Sawi Putih,2023-11-26,4307,4685.002786095549
6356,Cabe Chilli,2023-11-26,20282,21516.744135142308
6357,Cabe Kriting,2023-11-26,66309,70173.22623476567
6358,Cabe Rawit,2023-11-26,44671,47154.881444343104
6359,Kol,2023-11-26,4314,4626.090083554484
6360,Buncis,2023-11-26,6485,7085.722596231463
6361,Sawi Putih,2023-11-27,2962,3199.7663606127144
6362,Cabe Chilli,2023-11-27,26452,28930.702568882214
6363,Cabe Kriting,2023-11-27,74503,79253.97401284
6364,Cabe Rawit,2023-11-27,77496,83385.65242876114
6365,Kol,2023-11-27,3331,3649.049839694888
6366,Buncis,2023-11-27,4193,4437.903482631874
6367,Sawi Putih,2023-11-28,3090,3280.976069649431
6368,Cabe Chilli,2023-11-28,67783,72478.99872112492
6369,Cabe Kriting,2023-11-28,72842,78643.87273367344
6370,Cabe Rawit,2023-11-28,72359,78546.81697998526
6371,Kol,2023-11-28,3446,3753.335139383442
6372,Buncis,2023-11-28,4965,5231.759589663118
6373,Sawi Putih,2023-11-29,3761,3976.4603655816486
6374,Cabe Chilli,2023-11-29,74748,78878.62432900845
6375,Cabe Kriting,2023-11-29,43094,45261.25505311761
6376,Cabe Rawit,2023-11-29,53461,57116.41071522986
6377,Kol,2023-11-29,2707,2885.6029647466044
6378,Buncis,2023-11-29,5830,6175.584698872736
6379,Sawi Putih,2023-11-30,4669,4966.458658268771
6380,Cabe Chilli,2023-11-30,33414,36390.006748422704
6381,Cabe Kriting,2023-11-30,63005,67067.46900676026
6382,Cabe Rawit,2023-11-30,40667,44418.441682679266
6383,Kol,2023-11-30,7310,7895.284184324917
6384,Buncis,2023-11-30,2447,2597.5534492427523
6385,Sawi Putih,2023-12-01,1024,1119.7128565425417
6386,Cabe Chilli,2023-12-01,36513,39503.07914629542
6387,Cabe Kriting,2023-12-01,60832,65870.95819628263
6388,Cabe Rawit,2023-12-01,23973,25226.54692654152
6389,Kol,2023-12-01,7701,8236.638684687021
6390,Buncis,2023-12-01,5986,6307.310271977202
6391,Sawi Putih,2023-12-02,625,671.8412932956286
6392,Cabe Chilli,2023-12-02,22060,24228.14747580136
6393,Cabe Kriting,2023-12-02,39293,42900.063098142615
6394,Cabe Rawit,2023-12-02,23870,25382.61253236214
6395,Kol,2023-12-02,7261,7823.071554416504
6396,Buncis,2023-12-02,7656,8327.570429413945
6397,Sawi Putih,2023-12-03,3478,3801.0271478192744
6398,Cabe Chilli,2023-12-03,44560,48414.86353821753
6399,Cabe Kriting,2023-12-03,39099,41442.06629945862
6400,Cabe Rawit,2023-12-03,70347,75070.00271578085
6401,Kol,2023-12-03,6270,6693.438827641957
6402,Buncis,2023-12-03,6279,6762.038580542811
6403,Sawi Putih,2023-12-04,3373,3625.286380356918
6404,Cabe Chilli,2023-12-04,50037,54031.65422011427
6405,Cabe Kriting,2023-12-04,65576,69503.2978103507
6406,Cabe Rawit,2023-12-04,29850,32701.162726102793
6407,Kol,2023-12-04,2675,2919.211316806026
6408,Buncis,2023-12-04,4857,5300.920075488191
6409,Sawi Putih,2023-12-05,4652,5082.177905989442
6410,Cabe Chilli,2023-12-05,55693,60631.15005686078
6411,Cabe Kriting,2023-12-05,40537,43914.181559288714
6412,Cabe Rawit,2023-12-05,43928,46157.16638737482
6413,Kol,2023-12-05,6416,7018.8615938841795
6414,Buncis,2023-12-05,6835,7344.756959354768
6415,Sawi Putih,2023-12-06,2582,2840.092688369516
6416,Cabe Chilli,2023-12-06,33950,35909.70416595394
6417,Cabe Kriting,2023-12-06,66221,70278.77947531952
6418,Cabe Rawit,2023-12-06,63526,69450.81209462753
6419,Kol,2023-12-06,4988,5427.911066046025
6420,Buncis,2023-12-06,7130,7783.841442314448
6421,Sawi Putih,2023-12-07,2514,2727.3025074870397
6422,Cabe Chilli,2023-12-07,34655,37083.86116552243
6423,Cabe Kriting,2023-12-07,52519,57384.39303833051
6424,Cabe Rawit,2023-12-07,77838,85266.2605075774
6425,Kol,2023-12-07,2295,2412.8137690766694
6426,Buncis,2023-12-07,2609,2841.7655858587877
6427,Sawi Putih,2023-12-08,4265,4486.127609575338
6428,Cabe Chilli,2023-12-08,34702,36931.998333573276
6429,Cabe Kriting,2023-12-08,54750,59073.00591898705
6430,Cabe Rawit,2023-12-08,47375,49825.92639158674
6431,Kol,2023-12-08,7200,7763.49449635542
6432,Buncis,2023-12-08,6540,7154.250228556702
6433,Sawi Putih,2023-12-09,1505,1637.394342626978
6434,Cabe Chilli,2023-12-09,71725,75731.69960305924
6435,Cabe Kriting,2023-12-09,49504,52982.525756124705
6436,Cabe Rawit,2023-12-09,49984,52800.744819643005
6437,Kol,2023-12-09,6905,7264.114366676161
6438,Buncis,2023-12-09,7370,7930.523065211443
6439,Sawi Putih,2023-12-10,3578,3814.6614117224617
6440,Cabe Chilli,2023-12-10,42252,45588.48259506251
6441,Cabe Kriting,2023-12-10,44658,46916.35186132105
6442,Cabe Rawit,2023-12-10,28649,30343.288163831545
6443,Kol,2023-12-10,7625,8356.686524653333
6444,Buncis,2023-12-10,5362,5837.211649752295
6445,Sawi Putih,2023-12-11,3475,3743.8429413674708
6446,Cabe Chilli,2023-12-11,22492,23763.694254903196
6447,Cabe Kriting,2023-12-11,71572,77144.83389531665
6448,Cabe Rawit,2023-12-11,79002,83615.42788047822
6449,Kol,2023-12-11,4918,5370.5474352141655
6450,Buncis,2023-12-11,2453,2637.0200999360945
