ID,Jenis Sayuran,Tanggal Harga,Season,Harga Beli Pengepul per Kilogram,Harga Beli Pasar per Kilogram
5674,Cabe Rawit,8/4/2023,Kemarau,34871.45316,37151.71494
5675,Kol,8/4/2023,Kemarau,2519.429046,2963.994246
5676,Buncis,8/4/2023,Kemarau,3096.896713,3582.993881
5677,Sawi Putih,8/5/2023,Kemarau,856.6428974,902.3108055
5678,Cabe Chilli,8/5/2023,Kemarau,14389.73052,16579.46975
5679,Cabe Kriting,8/5/2023,Kemarau,14881.66707,16137.40717
5680,Cabe Rawit,8/5/2023,Kemarau,29701.9354,33557.65232
5681,Kol,8/5/2023,Kemarau,3157.910057,3640.48464
5682,Buncis,8/5/2023,Kemarau,5104.34008,5488.675397
5683,Sawi Putih,8/6/2023,Kemarau,2299.926385,2591.19792
5684,Cabe Chilli,8/6/2023,Kemarau,15367.5221,17749.0345
5685,Cabe Kriting,8/6/2023,Kemarau,17635.6903,20530.42224
5686,Cabe Rawit,8/6/2023,Kemarau,26748.61544,30038.86894
5687,Kol,8/6/2023,Kemarau,8411.048869,9189.468996
5688,Buncis,8/6/2023,Kemarau,3021.634809,3422.72934
5689,Sawi Putih,8/7/2023,Kemarau,1450.892294,1702.850187
5690,Cabe Chilli,8/7/2023,Kemarau,12319.11068,14382.01024
5691,Cabe Kriting,8/7/2023,Kemarau,16934.38701,19161.72424
5692,Cabe Rawit,8/7/2023,Kemarau,34818.53023,40869.84482
5693,Kol,8/7/2023,Kemarau,5171.167707,5576.688959
5694,Buncis,8/7/2023,Kemarau,2117.7469,2488.61739
5695,Sawi Putih,8/8/2023,Kemarau,3465.854979,3684.960368
5696,Cabe Chilli,8/8/2023,Kemarau,12041.74943,13192.28659
5697,Cabe Kriting,8/8/2023,Kemarau,23842.09933,26926.52428
5698,Cabe Rawit,8/8/2023,Kemarau,32192.07807,37139.37156
5699,Kol,8/8/2023,Kemarau,9420.94376,10252.31335
5700,Buncis,8/8/2023,Kemarau,5062.872946,5628.258379
5701,Sawi Putih,8/9/2023,Kemarau,1414.905268,1546.122592
5702,Cabe Chilli,8/9/2023,Kemarau,19410.98401,22197.9213
5703,Cabe Kriting,8/9/2023,Kemarau,21695.04879,24134.32171
5704,Cabe Rawit,8/9/2023,Kemarau,30071.66779,31993.0265
5705,Kol,8/9/2023,Kemarau,6853.399826,7615.819086
5706,Buncis,8/9/2023,Kemarau,6469.319028,6967.250579
5707,Sawi Putih,8/10/2023,Kemarau,3830.680706,4343.541434
5708,Cabe Chilli,8/10/2023,Kemarau,14956.34904,15804.74132
5709,Cabe Kriting,8/10/2023,Kemarau,22425.47303,25085.07661
5710,Cabe Rawit,8/10/2023,Kemarau,28750.99803,32405.08574
5711,Kol,8/10/2023,Kemarau,8413.240743,8921.743545
5712,Buncis,8/10/2023,Kemarau,3920.929415,4335.559369
5713,Sawi Putih,8/11/2023,Kemarau,2465.407667,2829.319051
5714,Cabe Chilli,8/11/2023,Kemarau,19557.88159,21543.62337
5715,Cabe Kriting,8/11/2023,Kemarau,16559.53459,18865.08208
5716,Cabe Rawit,8/11/2023,Kemarau,30504.45282,34085.12974
5717,Kol,8/11/2023,Kemarau,4857.198514,5617.43839
5718,Buncis,8/11/2023,Kemarau,3136.147108,3315.263571
5719,Sawi Putih,8/12/2023,Kemarau,2881.859688,3259.787587
5720,Cabe Chilli,8/12/2023,Kemarau,14665.487,16528.95982
5721,Cabe Kriting,8/12/2023,Kemarau,25219.15602,26696.03759
5722,Cabe Rawit,8/12/2023,Kemarau,30065.71297,34042.69315
5723,Kol,8/12/2023,Kemarau,6005.801336,6446.032191
5724,Buncis,8/12/2023,Kemarau,2733.934081,2932.229603
5725,Sawi Putih,8/13/2023,Kemarau,538.7806956,599.0602624
5726,Cabe Chilli,8/13/2023,Kemarau,17281.24102,19084.46903
5727,Cabe Kriting,8/13/2023,Kemarau,20930.22309,22316.34
5728,Cabe Rawit,8/13/2023,Kemarau,32187.82189,35411.36166
5729,Kol,8/13/2023,Kemarau,6257.707284,7241.063815
5730,Buncis,8/13/2023,Kemarau,4841.397239,5518.744128
5731,Sawi Putih,8/14/2023,Kemarau,1329.56459,1453.785273
5732,Cabe Chilli,8/14/2023,Kemarau,17163.3557,18569.24142
5733,Cabe Kriting,8/14/2023,Kemarau,17867.54415,20052.26911
5734,Cabe Rawit,8/14/2023,Kemarau,33339.23107,35235.37326
5735,Kol,8/14/2023,Kemarau,7358.38927,7756.065095
5736,Buncis,8/14/2023,Kemarau,2128.692685,2249.342066
5737,Sawi Putih,8/15/2023,Kemarau,2069.985105,2245.363337
5738,Cabe Chilli,8/15/2023,Kemarau,14048.06924,15801.60867
5739,Cabe Kriting,8/15/2023,Kemarau,15973.56858,18480.36039
5740,Cabe Rawit,8/15/2023,Kemarau,30884.39308,35975.34167
5741,Kol,8/15/2023,Kemarau,2658.496301,2885.767161
5742,Buncis,8/15/2023,Kemarau,1908.208878,2241.770271
5743,Sawi Putih,8/16/2023,Kemarau,3458.435673,3886.418043
5744,Cabe Chilli,8/16/2023,Kemarau,20556.6433,22761.92706
5745,Cabe Kriting,8/16/2023,Kemarau,20188.34615,21873.0122
5746,Cabe Rawit,8/16/2023,Kemarau,28623.77269,31647.78098
5747,Kol,8/16/2023,Kemarau,8372.686351,8930.849086
5748,Buncis,8/16/2023,Kemarau,6510.386589,7175.607606
5749,Sawi Putih,8/17/2023,Kemarau,742.9081257,785.5265914
5750,Cabe Chilli,8/17/2023,Kemarau,16416.28131,19112.97411
5751,Cabe Kriting,8/17/2023,Kemarau,20843.57367,22591.50126
5752,Cabe Rawit,8/17/2023,Kemarau,31815.10596,33756.88338
5753,Kol,8/17/2023,Kemarau,9108.527311,10073.58526
5754,Buncis,8/17/2023,Kemarau,1929.660143,2192.839187
5755,Sawi Putih,8/18/2023,Kemarau,1405.120002,1479.542596
5756,Cabe Chilli,8/18/2023,Kemarau,19785.7133,23155.54945
5757,Cabe Kriting,8/18/2023,Kemarau,22898.81827,25031.25797
5758,Cabe Rawit,8/18/2023,Kemarau,31566.27153,34982.96918
5759,Kol,8/18/2023,Kemarau,9202.014033,9767.968992
5760,Buncis,8/18/2023,Kemarau,2039.430601,2318.469192
5761,Sawi Putih,8/19/2023,Kemarau,3508.782817,3749.817338
5762,Cabe Chilli,8/19/2023,Kemarau,13909.57764,15677.21146
5763,Cabe Kriting,8/19/2023,Kemarau,21006.23856,24008.69691
5764,Cabe Rawit,8/19/2023,Kemarau,27330.25958,32096.48847
5765,Kol,8/19/2023,Kemarau,5699.631653,6455.061223
5766,Buncis,8/19/2023,Kemarau,2665.192158,2904.566123
5767,Sawi Putih,8/20/2023,Kemarau,3905.619711,4467.084243
5768,Cabe Chilli,8/20/2023,Kemarau,13362.52245,15666.46013
5769,Cabe Kriting,8/20/2023,Kemarau,23532.97274,26989.228
5770,Cabe Rawit,8/20/2023,Kemarau,34792.40306,38791.50188
5771,Kol,8/20/2023,Kemarau,3058.712552,3468.96439
5772,Buncis,8/20/2023,Kemarau,5875.861828,6830.626617
5773,Sawi Putih,8/21/2023,Kemarau,3817.788022,4202.815895
5774,Cabe Chilli,8/21/2023,Kemarau,20395.53963,23047.26403
5775,Cabe Kriting,8/21/2023,Kemarau,16361.43952,18803.6828
5776,Cabe Rawit,8/21/2023,Kemarau,36408.22548,39272.0996
5777,Kol,8/21/2023,Kemarau,8376.214654,9005.908365
5778,Buncis,8/21/2023,Kemarau,2612.697034,2809.411231
5779,Sawi Putih,8/22/2023,Kemarau,2506.785507,2807.898969
5780,Cabe Chilli,8/22/2023,Kemarau,16394.1767,18384.23667
5781,Cabe Kriting,8/22/2023,Kemarau,21740.8931,24165.7675
5782,Cabe Rawit,8/22/2023,Kemarau,35249.89431,38787.84227
5783,Kol,8/22/2023,Kemarau,2852.879655,3153.595001
5784,Buncis,8/22/2023,Kemarau,3049.683689,3257.046307
5785,Sawi Putih,8/23/2023,Kemarau,3392.002074,3703.431853
5786,Cabe Chilli,8/23/2023,Kemarau,14493.90237,16314.79511
5787,Cabe Kriting,8/23/2023,Kemarau,19231.19135,21825.75834
5788,Cabe Rawit,8/23/2023,Kemarau,33116.55368,38208.8891
5789,Kol,8/23/2023,Kemarau,5153.349936,5515.752231
5790,Buncis,8/23/2023,Kemarau,2289.840403,2462.60219
5791,Sawi Putih,8/24/2023,Kemarau,3854.677321,4240.106429
5792,Cabe Chilli,8/24/2023,Kemarau,16231.79613,18736.33249
5793,Cabe Kriting,8/24/2023,Kemarau,22269.16686,23706.10255
5794,Cabe Rawit,8/24/2023,Kemarau,34364.30566,37209.29405
5795,Kol,8/24/2023,Kemarau,3698.486412,3973.9873
5796,Buncis,8/24/2023,Kemarau,5571.803469,5995.749912
5797,Sawi Putih,8/25/2023,Kemarau,2585.288473,2829.014965
5798,Cabe Chilli,8/25/2023,Kemarau,14356.99748,15830.23246
5799,Cabe Kriting,8/25/2023,Kemarau,19168.09092,20823.01962
5800,Cabe Rawit,8/25/2023,Kemarau,27551.83207,30914.68241
5801,Kol,8/25/2023,Kemarau,6417.005276,7507.942792
5802,Buncis,8/25/2023,Kemarau,4517.713165,5063.326556
5803,Sawi Putih,8/26/2023,Kemarau,2366.202798,2552.573884
5804,Cabe Chilli,8/26/2023,Kemarau,18634.51999,21054.55663
5805,Cabe Kriting,8/26/2023,Kemarau,18989.8746,22257.22696
5806,Cabe Rawit,8/26/2023,Kemarau,33828.37513,36275.14249
5807,Kol,8/26/2023,Kemarau,3361.712524,3756.188568
5808,Buncis,8/26/2023,Kemarau,4865.219415,5430.762093
5809,Sawi Putih,8/27/2023,Kemarau,734.5351741,808.1181287
5810,Cabe Chilli,8/27/2023,Kemarau,18523.99594,21208.87495
5811,Cabe Kriting,8/27/2023,Kemarau,18667.18472,20443.02264
5812,Cabe Rawit,8/27/2023,Kemarau,28933.64781,33886.18209
5813,Kol,8/27/2023,Kemarau,8184.748171,9451.723095
5814,Buncis,8/27/2023,Kemarau,3238.711253,3756.266435
5815,Sawi Putih,8/28/2023,Kemarau,2622.621713,2911.279257
5816,Cabe Chilli,8/28/2023,Kemarau,19345.88133,20985.01128
5817,Cabe Kriting,8/28/2023,Kemarau,14452.54619,16985.86457
5818,Cabe Rawit,8/28/2023,Kemarau,30184.43308,34355.44309
5819,Kol,8/28/2023,Kemarau,7871.034301,8817.483735
5820,Buncis,8/28/2023,Kemarau,5345.7386,5644.22145
5821,Sawi Putih,8/29/2023,Kemarau,888.937179,974.8093284
5822,Cabe Chilli,8/29/2023,Kemarau,12999.20831,14669.82106
5823,Cabe Kriting,8/29/2023,Kemarau,15221.22099,16996.55518
5824,Cabe Rawit,8/29/2023,Kemarau,31181.55298,35555.78441
5825,Kol,8/29/2023,Kemarau,3541.527661,4098.903089
5826,Buncis,8/29/2023,Kemarau,5649.932627,6500.600742
5827,Sawi Putih,8/30/2023,Kemarau,1858.286761,1964.621367
5828,Cabe Chilli,8/30/2023,Kemarau,16717.24959,18176.79366
5829,Cabe Kriting,8/30/2023,Kemarau,17345.16589,19036.13076
5830,Cabe Rawit,8/30/2023,Kemarau,35041.44898,39895.73597
5831,Kol,8/30/2023,Kemarau,2576.227876,2778.671032
5832,Buncis,8/30/2023,Kemarau,6161.34394,6565.842239
5833,Sawi Putih,8/31/2023,Kemarau,2112.742761,2257.391372
5834,Cabe Chilli,8/31/2023,Kemarau,15803.79916,17785.47784
5835,Cabe Kriting,8/31/2023,Kemarau,18617.33979,19746.17993
5836,Cabe Rawit,8/31/2023,Kemarau,28244.97421,31423.03519
5837,Kol,8/31/2023,Kemarau,9860.955173,11172.43557
5838,Buncis,8/31/2023,Kemarau,4181.135786,4424.801998
5839,Sawi Putih,9/1/2023,Kemarau,1456.243068,1633.412547
5840,Cabe Chilli,9/1/2023,Kemarau,13924.44815,15843.40791
5841,Cabe Kriting,9/1/2023,Kemarau,19529.40299,20808.25354
5842,Cabe Rawit,9/1/2023,Kemarau,33209.95748,35685.69231
5843,Kol,9/1/2023,Kemarau,2670.475743,3052.72008
5844,Buncis,9/1/2023,Kemarau,4283.274537,4958.453333
5845,Sawi Putih,9/2/2023,Kemarau,876.5774699,970.1242166
5846,Cabe Chilli,9/2/2023,Kemarau,12996.84843,13753.60567
5847,Cabe Kriting,9/2/2023,Kemarau,21132.37619,24031.32804
5848,Cabe Rawit,9/2/2023,Kemarau,37450.65451,40540.91317
5849,Kol,9/2/2023,Kemarau,8649.122446,9671.845605
5850,Buncis,9/2/2023,Kemarau,4643.831385,5258.809044
5851,Sawi Putih,9/3/2023,Kemarau,877.6064053,954.8613105
5852,Cabe Chilli,9/3/2023,Kemarau,18582.81735,21398.80294
5853,Cabe Kriting,9/3/2023,Kemarau,18898.94584,20793.62948
5854,Cabe Rawit,9/3/2023,Kemarau,35772.88076,42013.38726
5855,Kol,9/3/2023,Kemarau,6087.489216,6717.226545
5856,Buncis,9/3/2023,Kemarau,3543.121276,4027.266145
5857,Sawi Putih,9/4/2023,Kemarau,1570.552357,1764.706797
5858,Cabe Chilli,9/4/2023,Kemarau,16402.69091,18318.68703
5859,Cabe Kriting,9/4/2023,Kemarau,19542.80043,21543.84378
5860,Cabe Rawit,9/4/2023,Kemarau,30019.6037,32139.95056
5861,Kol,9/4/2023,Kemarau,8504.061761,9662.80388
5862,Buncis,9/4/2023,Kemarau,4052.240671,4665.137328
5863,Sawi Putih,9/5/2023,Kemarau,1232.374104,1382.07208
5864,Cabe Chilli,9/5/2023,Kemarau,18639.36096,20430.30365
5865,Cabe Kriting,9/5/2023,Kemarau,16846.37633,18738.12898
5866,Cabe Rawit,9/5/2023,Kemarau,30827.65015,35455.43816
5867,Kol,9/5/2023,Kemarau,2870.980687,3249.519954
5868,Buncis,9/5/2023,Kemarau,3058.45923,3497.60416
5869,Sawi Putih,9/6/2023,Kemarau,1650.388711,1754.950632
5870,Cabe Chilli,9/6/2023,Kemarau,17598.8278,19462.1895
5871,Cabe Kriting,9/6/2023,Kemarau,23762.39821,26297.80246
5872,Cabe Rawit,9/6/2023,Kemarau,26269.12545,30022.69582
5873,Kol,9/6/2023,Kemarau,4266.399656,4976.718419
5874,Buncis,9/6/2023,Kemarau,3946.452041,4321.530383
5875,Sawi Putih,9/7/2023,Kemarau,2455.12772,2606.096269
5876,Cabe Chilli,9/7/2023,Kemarau,17678.11513,19124.54498
5877,Cabe Kriting,9/7/2023,Kemarau,19966.77474,23446.39153
5878,Cabe Rawit,9/7/2023,Kemarau,26525.45614,30474.23834
5879,Kol,9/7/2023,Kemarau,6574.107801,7138.392628
5880,Buncis,9/7/2023,Kemarau,3199.178406,3369.175948
5881,Sawi Putih,9/8/2023,Kemarau,1923.967417,2044.687974
5882,Cabe Chilli,9/8/2023,Kemarau,11814.16947,13841.10049
5883,Cabe Kriting,9/8/2023,Kemarau,24729.83428,26115.79228
5884,Cabe Rawit,9/8/2023,Kemarau,30923.72203,35898.39614
5885,Kol,9/8/2023,Kemarau,10203.38198,10806.64071
5886,Buncis,9/8/2023,Kemarau,4300.873226,4908.106406
5887,Sawi Putih,9/9/2023,Kemarau,552.4922001,639.0351572
5888,Cabe Chilli,9/9/2023,Kemarau,16496.3029,17471.49914
5889,Cabe Kriting,9/9/2023,Kemarau,16379.33517,18813.78608
5890,Cabe Rawit,9/9/2023,Kemarau,35522.35,37404.8484
5891,Kol,9/9/2023,Kemarau,7274.060851,8275.125388
5892,Buncis,9/9/2023,Kemarau,2508.871859,2852.204604
5893,Sawi Putih,9/10/2023,Kemarau,889.683676,982.8803945
5894,Cabe Chilli,9/10/2023,Kemarau,14229.69864,15047.7397
5895,Cabe Kriting,9/10/2023,Kemarau,20004.45981,23225.55621
5896,Cabe Rawit,9/10/2023,Kemarau,32627.39744,38059.68751
5897,Kol,9/10/2023,Kemarau,4908.138618,5671.138791
5898,Buncis,9/10/2023,Kemarau,2034.794513,2345.807728
5899,Sawi Putih,9/11/2023,Kemarau,1426.992431,1557.824454
5900,Cabe Chilli,9/11/2023,Kemarau,17297.80686,19586.53813
5901,Cabe Kriting,9/11/2023,Kemarau,20853.46002,23717.42942
5902,Cabe Rawit,9/11/2023,Kemarau,27007.02177,30033.71368
5903,Kol,9/11/2023,Kemarau,9300.57642,10042.59958
5904,Buncis,9/11/2023,Kemarau,4525.403615,5233.491018
5905,Sawi Putih,9/12/2023,Kemarau,2746.703311,2897.442217
5906,Cabe Chilli,9/12/2023,Kemarau,17676.26886,20734.10908
5907,Cabe Kriting,9/12/2023,Kemarau,17320.27302,18520.44216
5908,Cabe Rawit,9/12/2023,Kemarau,33978.17916,36471.14797
5909,Kol,9/12/2023,Kemarau,9732.624094,10359.88641
5910,Buncis,9/12/2023,Kemarau,4672.952091,5002.669097
5911,Sawi Putih,9/13/2023,Kemarau,3651.908009,4201.685442
5912,Cabe Chilli,9/13/2023,Kemarau,18468.77433,20544.65432
5913,Cabe Kriting,9/13/2023,Kemarau,18254.35694,20142.49883
5914,Cabe Rawit,9/13/2023,Kemarau,40598.7928,43521.36044
5915,Kol,9/13/2023,Kemarau,5239.030348,5554.922532
5916,Buncis,9/13/2023,Kemarau,2605.537248,2954.125219
5917,Sawi Putih,9/14/2023,Kemarau,2178.861747,2430.218506
5918,Cabe Chilli,9/14/2023,Kemarau,21630.4149,23153.11754
5919,Cabe Kriting,9/14/2023,Kemarau,17497.89788,19279.79434
5920,Cabe Rawit,9/14/2023,Kemarau,32594.22082,34806.47733
5921,Kol,9/14/2023,Kemarau,4465.333841,4701.174494
5922,Buncis,9/14/2023,Kemarau,2762.326723,2912.346398
5923,Sawi Putih,9/15/2023,Kemarau,1396.335896,1603.386562
5924,Cabe Chilli,9/15/2023,Kemarau,20370.60977,23218.44136
5925,Cabe Kriting,9/15/2023,Kemarau,20962.15238,22396.62362
5926,Cabe Rawit,9/15/2023,Kemarau,33551.68559,39201.77549
5927,Kol,9/15/2023,Kemarau,4156.858239,4670.552844
5928,Buncis,9/15/2023,Kemarau,6067.773607,6542.481721
5929,Sawi Putih,9/16/2023,Kemarau,3711.627993,4163.586872
5930,Cabe Chilli,9/16/2023,Kemarau,12638.63273,14309.87688
5931,Cabe Kriting,9/16/2023,Kemarau,16087.98285,18537.37952
5932,Cabe Rawit,9/16/2023,Kemarau,33371.13042,35542.05011
5933,Kol,9/16/2023,Kemarau,3583.151786,3966.247143
5934,Buncis,9/16/2023,Kemarau,5381.752172,5704.214966
5935,Sawi Putih,9/17/2023,Kemarau,1892.385132,2079.338485
5936,Cabe Chilli,9/17/2023,Kemarau,13558.00802,15075.48065
5937,Cabe Kriting,9/17/2023,Kemarau,22346.4707,23603.0868
5938,Cabe Rawit,9/17/2023,Kemarau,31799.43669,33921.61574
5939,Kol,9/17/2023,Kemarau,9393.05013,10479.70435
5940,Buncis,9/17/2023,Kemarau,3876.631072,4279.377988
5941,Sawi Putih,9/18/2023,Kemarau,3035.142769,3311.783461
5942,Cabe Chilli,9/18/2023,Kemarau,12597.81664,14372.50085
5943,Cabe Kriting,9/18/2023,Kemarau,16385.3747,18265.5555
5944,Cabe Rawit,9/18/2023,Kemarau,29006.56992,33504.12689
5945,Kol,9/18/2023,Kemarau,8364.954883,8958.678456
5946,Buncis,9/18/2023,Kemarau,5314.78011,5970.233077
5947,Sawi Putih,9/19/2023,Kemarau,1676.041557,1868.686932
5948,Cabe Chilli,9/19/2023,Kemarau,16276.08273,17273.7368
5949,Cabe Kriting,9/19/2023,Kemarau,24034.90605,25861.44126
5950,Cabe Rawit,9/19/2023,Kemarau,34415.44599,38813.70255
5951,Kol,9/19/2023,Kemarau,4291.156193,4722.935398
5952,Buncis,9/19/2023,Kemarau,4664.349316,4965.446194
5953,Sawi Putih,9/20/2023,Kemarau,2037.97532,2355.414927
5954,Cabe Chilli,9/20/2023,Kemarau,13939.74279,16095.71531
5955,Cabe Kriting,9/20/2023,Kemarau,18240.63973,20816.88553
5956,Cabe Rawit,9/20/2023,Kemarau,31126.40396,34058.43413
5957,Kol,9/20/2023,Kemarau,7829.368011,8775.714362
5958,Buncis,9/20/2023,Kemarau,5243.332276,6017.921399
5959,Sawi Putih,9/21/2023,Kemarau,2875.757745,3175.321093
5960,Cabe Chilli,9/21/2023,Kemarau,19316.00659,21828.42112
5961,Cabe Kriting,9/21/2023,Kemarau,16458.4162,18991.64956
5962,Cabe Rawit,9/21/2023,Kemarau,31895.9738,33950.63691
5963,Kol,9/21/2023,Kemarau,6838.555575,7839.571001
5964,Buncis,9/21/2023,Kemarau,3510.039841,3951.238095
5965,Sawi Putih,9/22/2023,Kemarau,2284.694976,2422.82691
5966,Cabe Chilli,9/22/2023,Kemarau,14593.29449,15889.49367
5967,Cabe Kriting,9/22/2023,Kemarau,17231.33528,19564.72397
5968,Cabe Rawit,9/22/2023,Kemarau,35015.32129,37066.36933
5969,Kol,9/22/2023,Kemarau,7025.978312,7528.020885
5970,Buncis,9/22/2023,Kemarau,3009.663358,3535.314364
5971,Sawi Putih,9/23/2023,Kemarau,4109.142581,4680.719925
5972,Cabe Chilli,9/23/2023,Kemarau,19226.0344,21418.57824
5973,Cabe Kriting,9/23/2023,Kemarau,20834.34123,24235.90177
5974,Cabe Rawit,9/23/2023,Kemarau,32223.40395,37395.22127
5975,Kol,9/23/2023,Kemarau,7236.188197,7789.995693
5976,Buncis,9/23/2023,Kemarau,3147.235001,3646.46116
5977,Sawi Putih,9/24/2023,Kemarau,1453.45332,1651.050537
5978,Cabe Chilli,9/24/2023,Kemarau,15424.4819,18006.14334
5979,Cabe Kriting,9/24/2023,Kemarau,17006.71112,18489.80318
5980,Cabe Rawit,9/24/2023,Kemarau,34419.27007,38562.90929
5981,Kol,9/24/2023,Kemarau,8818.335624,9759.500285
5982,Buncis,9/24/2023,Kemarau,2020.510029,2148.989994
5983,Sawi Putih,9/25/2023,Kemarau,3337.001056,3842.455544
5984,Cabe Chilli,9/25/2023,Kemarau,17869.78727,19606.04208
5985,Cabe Kriting,9/25/2023,Kemarau,17692.36021,19575.29561
5986,Cabe Rawit,9/25/2023,Kemarau,26926.73634,30852.06846
5987,Kol,9/25/2023,Kemarau,5382.825885,5765.670292
5988,Buncis,9/25/2023,Kemarau,5739.307874,6112.721005
5989,Sawi Putih,9/26/2023,Kemarau,3094.37889,3606.420438
5990,Cabe Chilli,9/26/2023,Kemarau,16288.6398,18136.92823
5991,Cabe Kriting,9/26/2023,Kemarau,23870.49614,27379.34821
5992,Cabe Rawit,9/26/2023,Kemarau,38270.96735,42036.28194
5993,Kol,9/26/2023,Kemarau,8262.286443,9063.209224
5994,Buncis,9/26/2023,Kemarau,3232.810769,3494.047407
5995,Sawi Putih,9/27/2023,Kemarau,3665.090363,3982.470663
5996,Cabe Chilli,9/27/2023,Kemarau,16000.18189,18404.62921
5997,Cabe Kriting,9/27/2023,Kemarau,15620.10572,17209.96309
5998,Cabe Rawit,9/27/2023,Kemarau,32907.19354,35757.30531
5999,Kol,9/27/2023,Kemarau,9312.824506,9874.315735
6000,Buncis,9/27/2023,Kemarau,4387.418905,4643.074855
6001,Sawi Putih,9/28/2023,Kemarau,2488.231341,2830.000857
6002,Cabe Chilli,9/28/2023,Kemarau,15466.50789,16865.0594
6003,Cabe Kriting,9/28/2023,Kemarau,24331.92651,26082.54317
6004,Cabe Rawit,9/28/2023,Kemarau,28492.0634,33001.05885
6005,Kol,9/28/2023,Kemarau,7428.901078,8448.079863
6006,Buncis,9/28/2023,Kemarau,5700.063803,6598.167984
6007,Sawi Putih,9/29/2023,Kemarau,3534.541455,4045.259832
6008,Cabe Chilli,9/29/2023,Kemarau,18215.86458,19715.87911
6009,Cabe Kriting,9/29/2023,Kemarau,18389.81938,20828.6095
6010,Cabe Rawit,9/29/2023,Kemarau,30198.9217,32697.08685
6011,Kol,9/29/2023,Kemarau,2451.232311,2694.787522
6012,Buncis,9/29/2023,Kemarau,1881.257255,2123.556568
6013,Sawi Putih,9/30/2023,Kemarau,4085.507874,4409.566253
6014,Cabe Chilli,9/30/2023,Kemarau,15178.52474,16779.296
6015,Cabe Kriting,9/30/2023,Kemarau,24566.04469,26959.08847
6016,Cabe Rawit,9/30/2023,Kemarau,31092.34373,35863.03971
6017,Kol,9/30/2023,Kemarau,9536.478633,10706.02624
6018,Buncis,9/30/2023,Kemarau,2499.863328,2815.426435
6019,Sawi Putih,10/1/2023,Kemarau,2680.712454,2959.534709
6020,Cabe Chilli,10/1/2023,Kemarau,19896.78337,21984.46748
6021,Cabe Kriting,10/1/2023,Kemarau,20398.97831,22252.88526
6022,Cabe Rawit,10/1/2023,Kemarau,32147.61092,36630.32023
6023,Kol,10/1/2023,Kemarau,3673.779184,3958.917314
6024,Buncis,10/1/2023,Kemarau,2832.323462,3015.722577
6025,Sawi Putih,10/2/2023,Kemarau,390.0008084,442.9581687
6026,Cabe Chilli,10/2/2023,Kemarau,22840.03802,24901.27558
6027,Cabe Kriting,10/2/2023,Kemarau,21059.28844,22995.4168
6028,Cabe Rawit,10/2/2023,Kemarau,37054.67399,42060.18696
6029,Kol,10/2/2023,Kemarau,7553.426152,8582.711651
6030,Buncis,10/2/2023,Kemarau,5612.392397,6248.247053
6031,Sawi Putih,10/3/2023,Kemarau,3424.319732,3711.337914
6032,Cabe Chilli,10/3/2023,Kemarau,17928.69711,20505.21315
6033,Cabe Kriting,10/3/2023,Kemarau,18102.51914,20237.72554
6034,Cabe Rawit,10/3/2023,Kemarau,34281.29231,38477.16684
6035,Kol,10/3/2023,Kemarau,7348.172918,8041.944919
6036,Buncis,10/3/2023,Kemarau,2416.398108,2831.385744
6037,Sawi Putih,10/4/2023,Kemarau,1228.076163,1393.805933
6038,Cabe Chilli,10/4/2023,Kemarau,14225.97075,15978.2946
6039,Cabe Kriting,10/4/2023,Kemarau,21993.40513,24240.77435
6040,Cabe Rawit,10/4/2023,Kemarau,26198.96639,30622.0051
6041,Kol,10/4/2023,Kemarau,8834.865715,10233.18486
6042,Buncis,10/4/2023,Kemarau,3057.393922,3403.957714
6043,Sawi Putih,10/5/2023,Kemarau,908.4663996,1025.078949
6044,Cabe Chilli,10/5/2023,Kemarau,17066.37631,18515.10802
6045,Cabe Kriting,10/5/2023,Kemarau,21012.86298,23805.1328
6046,Cabe Rawit,10/5/2023,Kemarau,26007.49311,29820.29155
6047,Kol,10/5/2023,Kemarau,7487.873715,8223.042636
6048,Buncis,10/5/2023,Kemarau,5902.645924,6251.284032
6049,Sawi Putih,10/6/2023,Kemarau,500.4488086,551.1989062
6050,Cabe Chilli,10/6/2023,Kemarau,13859.68244,14720.03141
6051,Cabe Kriting,10/6/2023,Kemarau,20182.11708,23170.54694
6052,Cabe Rawit,10/6/2023,Kemarau,38036.65281,40449.88852
6053,Kol,10/6/2023,Kemarau,6392.863477,7478.610945
6054,Buncis,10/6/2023,Kemarau,5926.119328,6493.779606
6055,Sawi Putih,10/7/2023,Kemarau,881.4274489,982.8421221
6056,Cabe Chilli,10/7/2023,Kemarau,16962.77826,19792.91466
6057,Cabe Kriting,10/7/2023,Kemarau,25951.09784,29683.62344
6058,Cabe Rawit,10/7/2023,Kemarau,29389.79627,31634.92325
6059,Kol,10/7/2023,Kemarau,7913.547887,8457.134402
6060,Buncis,10/7/2023,Kemarau,5174.314292,5961.357064
6061,Sawi Putih,10/8/2023,Kemarau,3737.386847,4383.626598
6062,Cabe Chilli,10/8/2023,Kemarau,17222.79276,20020.62352
6063,Cabe Kriting,10/8/2023,Kemarau,17332.78889,18262.0508
6064,Cabe Rawit,10/8/2023,Kemarau,31613.17531,35859.36805
6065,Kol,10/8/2023,Kemarau,3924.44643,4154.419435
6066,Buncis,10/8/2023,Kemarau,5463.352164,6091.650425
6067,Sawi Putih,10/9/2023,Kemarau,2743.501576,3030.024163
